id,mz,rt,ms1_isotopes,S104,S105,S116,S117,S139,S149
182.9848@0.5727,182.9848,0.5727,NA,8688.734,6603.585,6607.127,9194,8919.267,9097.3125
184.9852@0.5727,184.9852,0.5727,NA,1338.0526,698.9147,549.2535,1332.341,1112.8967,1140.3928
285.8929@0.5727,285.8929,0.5727,NA,376.24884,326.12646,333.20126,410.97546,365.34583,373.57144
287.8884@0.5727,287.8884,0.5727,NA,3288.388,2697.5867,2901.7896,3547.021,3245.281,3266.8218
328.9145@0.5727,328.9145,0.5727,NA,434.50488,373.64682,400.77423,479.54575,411.5028,422.3868
172.9558@0.5791,172.9558,0.5791,NA,83.86729,73.00646,50.460617,92.95042,96.93256,79.78097
159.9686@0.5792,159.9686,0.5792,NA,53.692467,64.9191,47.566017,76.26816,52.653202,48.297703
200.995@0.5801,200.995,0.5801,NA,56.266502,50.792877,55.69257,54.367813,31.301025,56.086624
160.964@0.5829,160.964,0.5829,NA,461.68436,310.13278,359.30295,518.5202,463.06943,524.44574
201.9906@0.5856,201.9906,0.5856,NA,684.0953,319.29514,452.97473,792.83813,553.10474,491.493
201.1023@0.5875,201.1023,0.5875,NA,86.18451,286.9867,79.694954,136.04106,193.3687,85.624954
438.2654@0.5875,438.2654,0.5875,NA,36.361805,27.455124,32.817963,42.682632,42.948936,40.224903
199.9759@0.5884,199.9759,0.5884,NA,24.26501,39.81775,36.112904,49.720848,31.132296,36.08861
492.3217@0.5912,492.3217,0.5912,NA,157.88661,142.53087,124.724846,88.84785,101.449165,131.8462
100.0753@0.6042,100.0753,0.6042,NA,1318.2854,179.20715,938.9863,1029.1788,1428.9789,1170.593
697.3618@0.6348,697.3618,0.6348,NA,167.48952,257.70316,81.048096,160.89001,196.16878,104.823875
795.4344@0.6348,795.4344,0.6348,NA,172.51682,204.35501,154.40492,154.21977,179.66814,123.704704
767.4045@0.6366,767.4045,0.6366,NA,213.10916,253.09897,179.324,220.9347,235.61963,183.39357
669.3321@0.6375,669.3321,0.6375,NA,230.79222,278.25046,211.93544,255.85306,264.14935,227.95045
739.3736@0.6385,739.3736,0.6385,NA,309.0276,348.94916,303.1057,336.13467,339.07767,303.5585
761.2176@0.6392,761.2176,0.6392,NA,25.196886,179.48286,161.98978,0,0,81.30298
711.3428@0.6394,711.3428,0.6394,NA,316.661,336.7723,297.0332,332.99606,316.4118,293.09314
760.217@0.6402,760.217,0.6402,NA,40.037823,386.04337,343.16315,0,6.4257574,168.20653
720.5144@0.6403,720.5144,0.6403,NA,72.18167,72.79516,71.03781,69.68494,74.92352,70.509125
685.2013@0.6412,685.2013,0.6412,NA,124.35283,679.7467,641.901,13.4110775,35.034496,154.97238
769.4153@0.6412,769.4153,0.6412,NA,58.606876,65.593445,25.439468,54.61277,54.990376,49.587875
762.2137@0.642,762.2137,0.642,NA,2.9618783,77.435295,73.33789,0,0,34.762173
201.1025@0.6422,201.1025,0.6422,NA,24.064941,127.52235400000001,75.271904,87.04667,130.73299,58.6353
705.4981@0.6422,705.4981,0.6422,NA,738.396,774.24725,679.5433,757.6787,718.7496,700.7563
719.5136@0.6422,719.5136,0.6422,NA,84.15763,100.730156,85.05477,92.44643,93.93871,87.22835
758.2189@0.6422,758.2189,0.6422,NA,105.61256,674.689,580.36255,11.262707,3.6690998,299.76755000000003
741.3833@0.6422,741.3833,0.6422,NA,68.6055,72.20333,47.518944,78.17577,68.68927,64.22682
759.2197@0.6422,759.2197,0.6422,NA,67.51697,482.87424,418.88333,10.758215,4.309517,217.61629
736.5399@0.6422,736.5399,0.6422,NA,401.78943,415.7714,385.6247,393.9776,384.28314,363.39368
548.5014@0.6431,548.5014,0.6431,NA,99.05897,91.81741,85.71636,87.32285,84.86046,37.250122
641.3009@0.6431,641.3009,0.6431,NA,153.61916,174.25247,136.97035,182.78288,164.70186,151.90773
684.2003@0.6431,684.2003,0.6431,NA,196.60364,1082.4182,1026.6172,34.440437,42.355988,231.20486
683.3113@0.6431,683.3113,0.6431,NA,217.37259,231.84924,198.96245,210.24785,225.95894,224.16411
722.525@0.6431,722.525,0.6431,NA,2453.4082,2582.3713,2246.952,2440.3447,2344.4746,2251.5256
792.6021@0.6431,792.6021,0.6431,NA,65.16342,68.10063,62.0384,69.04441,66.86073,68.79949
686.199@0.644,686.199,0.644,NA,95.54076,530.31793,496.27698,13.836767,19.106003,124.08009
750.4046@0.644,750.4046,0.644,NA,621.26373,517.26843,586.0422,688.1512,763.1854,749.31946
727.4796@0.644,727.4796,0.644,NA,43.856762,59.555202,53.148804,51.844353,53.072132,36.550304
752.4044@0.644,752.4044,0.644,NA,289.6074,228.02744,287.04074,361.78375,419.30145,411.4179
687.1971@0.6447,687.1971,0.6447,NA,40.44665,237.51782,217.28304,0,3.5102055,57.7009
610.1822@0.645,610.1822,0.645,NA,280.2821,1246.4001,1238.0656,104.9005,202.27231,301.21356
613.2691@0.645,613.2691,0.645,NA,52.24016,54.80612,48.955605,58.197227,48.05573,45.946613
612.18@0.645,612.18,0.645,NA,116.13696,532.7132,529.49207,56.374752,79.358284,131.75026
684.3126@0.645,684.3126,0.645,NA,67.320274,90.03109,55.756344,71.68435,79.054016,60.591885
713.3524@0.645,713.3524,0.645,NA,66.03488,58.21122,60.87595,54.78953,66.78836,59.79554
685.4327@0.645,685.4327,0.645,NA,68.92242,83.814156,80.61584,80.693596,70.89224,73.70109
725.5312@0.645,725.5312,0.645,NA,50.036774,54.827133,50.642445,48.093864,38.11157,39.775974
738.5423@0.645,738.5423,0.645,NA,39.376877,57.260277,44.07711,50.377438,41.162094,51.7073
765.5689@0.645,765.5689,0.645,NA,58.520042,59.887447,48.224556,60.539787,64.21428,55.429558
764.5705@0.645,764.5705,0.645,NA,111.894646,109.541,99.51035,104.34485,102.25793,107.38889
647.4564@0.6459,647.4564,0.6459,NA,203.5777,185.14673,228.54796,197.9285,306.4856,180.04617
655.2805@0.6459,655.2805,0.6459,NA,90.0511,109.70709,81.890656,104.38178,133.27681,120.373146
663.452@0.6459,663.452,0.6459,NA,4477.699,4335.98,4385.5034,4517.3643,4521.886,4220.033
680.4788@0.6459,680.4788,0.6459,NA,9616.134,9455.206,9229.843,9647.535,9722.962,9041.563
750.5558@0.6459,750.5558,0.6459,NA,363.7361,334.04666,342.05597,341.72116,344.23883,339.97818
780.5655@0.6459,780.5655,0.6459,NA,105.36931,105.10957,96.81065,106.84242,89.089355,94.92157
554.475@0.6468,554.475,0.6468,NA,67.738266,61.686607,53.95405,58.194504,54.687668,57.055103
563.4662@0.6468,563.4662,0.6468,NA,79.159454,93.40621,80.4074,90.93345,82.29243,76.2492
611.1823@0.6468,611.1823,0.6468,NA,188.58861,733.631,724.011,77.024826,133.99829,187.59344
613.1796@0.6468,613.1796,0.6468,NA,48.816273,205.5021,192.35538,23.300575,24.48088,49.702724
685.3211@0.6468,685.3211,0.6468,NA,36.465443,45.87348,42.01981,40.304153,21.74551,35.971413
536.1639@0.6477,536.1639,0.6477,NA,161.38507,274.54013,251.12308,111.15237,274.2835,173.28857
580.491@0.6477,580.491,0.6477,NA,166.46086,194.2319,156.38326,179.5159,177.61499,165.19444
581.4962@0.6477,581.4962,0.6477,NA,26.145317,61.41704,62.993454,60.073864,62.447502,59.813805
778.2284@0.6477,778.2284,0.6477,NA,177.07814,146.19775,113.75578,104.350655,170.93204,152.2129
538.1592@0.6487,538.1592,0.6487,NA,85.38114,107.2459,100.16641,55.155495,130.13113,82.07944
762.5228@0.6487,762.5228,0.6487,NA,70.99893,22.25641,44.9252,65.28929,89.84136,64.572365
776.2301@0.6496,776.2301,0.6496,NA,299.14844,260.9025,203.70805,151.77374,273.347,261.51608
777.2307@0.6496,777.2307,0.6496,NA,214.8227,184.44789,154.39531,108.63923,201.77023,180.42561
779.2268@0.6496,779.2268,0.6496,NA,87.24978,75.074936,63.05683,48.101006,79.026886,76.58329
537.1601@0.6524,537.16010000000006,0.6524,NA,126.611305,134.51122,141.4916,79.91361,139.07454,128.29607
702.2118@0.6524,702.2118,0.6524,NA,420.13632,329.16788,276.73187,238.42172,436.19205,392.9337
486.4133@0.6533,486.4133,0.6533,NA,49.98912,45.77947,41.073124,47.077522,54.279385,21.039186
704.2098@0.6533,704.2098,0.6533,NA,205.47585,180.08826,137.04636,121.4639,213.1134,203.61029
705.2092@0.6533,705.2092,0.6533,NA,77.35229,73.83824,64.620346,53.501274,87.23521,80.758705
703.2123@0.6533,703.2123,0.6533,NA,264.83243,209.79225,186.1094,146.29514,250.82877,249.84903
545.4545@0.6542,545.4545,0.6542,NA,112.46293,131.1916,102.67114,135.09402,114.96365,102.94803
637.3047@0.6542,637.3047,0.6542,NA,125.19367,116.36604,120.42201,139.99347,120.90891,124.68367
628.193@0.657,628.193,0.657,NA,510.45206,372.33963,318.69852,333.7529,491.31067,465.01416
629.1937@0.657,629.1937,0.657,NA,278.94705,199.03528,179.93286,170.86366,300.36816,261.58188
630.1912@0.6579,630.1912,0.6579,NA,218.8889,154.18138,143.70868,135.43896,218.612,213.19691
473.3166@0.6589,473.3166,0.6589,NA,49.595272,54.021873,51.549633,55.22062,60.574284,50.45419
596.4867@0.6589,596.4867,0.6589,NA,115.11142,109.773506,109.134224,112.02715,96.34646,98.77517
631.1911@0.6589,631.1911,0.6589,NA,82.70056,59.343853,48.356117,44.723907,85.348595,75.22264
654.3299@0.6589,654.3299,0.6589,NA,1171.9305,1163.689,1101.5493,1113.3691,1115.8617,1079.0892
371.1004@0.6626,371.1004,0.6626,NA,204.38177,152.95782,161.73988,134.53648,225.18384,213.74814
556.1727@0.6626,556.1727,0.6626,NA,148.62018,99.79335,90.16287,93.42449,160.44707,142.40701
372.101@0.6635,372.101,0.6635,NA,62.7976,53.92128,49.309975,48.018494,77.81411,69.24497
554.1743@0.6635,554.1743,0.6635,NA,457.9631,291.24973,290.75323,292.7808,478.0636,440.16785
555.175@0.6635,555.175,0.6635,NA,206.95854,138.70346,149.37311,121.82371,219.20163,209.56946
593.5958@0.6672,593.5958,0.6672,NA,1280.4235,987.61584,1127.5085,1331.1073,955.4772,1297.5303
463.1293@0.669,463.1293,0.669,NA,212.02336,129.89331,137.49219,132.56659,206.4633,185.04054
464.1301@0.669,464.1301,0.669,NA,81.802605,49.60115,45.748196,52.577988,82.68755,76.029526
480.1557@0.669,480.1557,0.669,NA,73.09756,51.065144,51.29004,59.88973,79.7609,74.693275
465.1274@0.67,465.1274,0.67,NA,43.63667,22.480227,44.375126,26.682898,64.157,54.825394
203.1427@0.6709,203.1427,0.6709,NA,29.625107,22.375084,12.213328,14.099037,31.010887,34.725735
330.2215@0.6709,330.2215,0.6709,NA,80.901054,70.47721,114.23785,101.92363,122.726364,58.272865
315.1747@0.6728,315.1747,0.6728,NA,154.25636,119.21194,147.41945,143.39754,129.70618,133.49583
563.5485@0.6755,563.5485,0.6755,NA,85.66589,100.0537,74.013435,91.21146,85.81669,97.063354
509.5018@0.6783,509.5018,0.6783,NA,77.596085,123.44133,71.52248,103.62689,96.69587,98.232506
426.3578@0.6792,426.3578,0.6792,NA,64.726135,55.393356,33.086796,62.192604,62.12799,58.824646
221.1529@0.682,221.1529,0.682,NA,64.45126,21.792545,58.845875,101.536545,77.53447,39.369633
425.3575@0.6829,425.3575,0.6829,NA,212.05661,228.53572,200.25777,236.24548,248.22128,248.7376
195.1015@0.6839,195.1015,0.6839,NA,865.83466,901.82996,1026.5923,1000.515,1146.6459,1326.7957
221.0956@0.6839,221.0956,0.6839,NA,209.14641,153.27835,211.09311,262.5618,257.86734,257.46918
267.1703@0.6848,267.1703,0.6848,NA,59.4687,52.346874,71.77439,46.0223,71.97656,51.202076
269.2102@0.6876,269.2102,0.6876,NA,47.574837,56.96514,51.123825,82.391525,35.266445,61.203686
255.1952@0.6885,255.1952,0.6885,NA,92.8977,86.90823,101.4603,50.093624,55.729996,105.092415
481.471@0.6894,481.471,0.6894,NA,44.32174,56.78092,43.852486,49.757263,60.94976,48.39187
179.1064@0.6904,179.1064,0.6904,NA,73.19299,79.33587,92.87474,91.47858,85.50511,102.86262
343.1337@0.6904,343.1337,0.6904,NA,47.887554,92.78215,56.33626,46.735123,51.206577,58.29157
551.5134@0.6904,551.5134,0.6904,NA,80.8703,114.652954,75.17638,106.39936,93.84068,89.77385
327.174@0.6931,327.174,0.6931,NA,207.94681,219.8022,176.64940000000001,206.6475,223.73558,238.44958
230.1734@0.695,230.1734,0.695,NA,66.839714,68.97946,69.07083,84.16176,51.88883,66.694855
251.1278@0.6959,251.1278,0.6959,NA,132.53893,124.45412,119.84365,129.89548,127.940994,109.78041
251.1641@0.6959,251.1641,0.6959,NA,115.92003,94.81737,105.32468,44.662327,109.34899,90.59888
409.28@0.6959,409.28,0.6959,NA,105.40896,97.10572,94.06315,108.43094,90.06505,99.653809999999993
392.2527@0.6968,392.2527,0.6968,NA,123.897484,105.52869,128.37486,126.21142,112.30574,97.253456
311.1835@0.6978,311.1835,0.6978,NA,333.1349,430.03757,398.0865,296.232,444.50397,343.70496
366.3717@0.6996,366.3717,0.6996,NA,52.441025,46.14642,54.43842,56.536335,52.857918,48.85877
424.3254@0.7006,424.3254,0.7006,NA,92.437965,86.49646,75.34729,70.12586,72.18652,72.3112
675.6738@0.7015,675.6738,0.7015,NA,132.04147,122.95546,126.25008,125.35117,127.729996,140.5195
338.3411@0.7024,338.3411,0.7024,NA,4734.281,4900.281,4801.554,4968.751,4593.6704,4537.4277
340.3506@0.7033,340.3506,0.7033,NA,175.5288,194.61176,195.05957,169.55081,197.2189,192.38498
421.2519@0.7043,421.2519,0.7043,NA,42.946037,34.516937,17.716166,43.43148,45.077847,63.543896
723.6582@0.7043,723.6582,0.7043,NA,24.426643,32.519524,37.190094,31.190802,30.796263,13.425634
191.1428@0.7052,191.1428,0.7052,NA,119.09084,138.08272,125.729,134.37755,144.25865,96.82639
209.174@0.7052,209.174,0.7052,NA,73.53835,98.15091,40.160748,101.40904,24.519829,54.844048
228.1952@0.7052,228.1952,0.7052,NA,2313.009,1807.5238,2434.6436,2293.3547,2314.8633,2314.5095
366.2845@0.7061,366.2845,0.7061,NA,98.41266,112.975494,101.103935,95.2777,88.79893,96.07025
393.2849@0.7061,393.2849,0.7061,NA,578.38934,670.8278,583.93774,530.9047,537.3379,557.3917
163.1467@0.707,163.1467,0.707,NA,39.384876,40.272575,61.996967,62.697285,53.580124,43.306427
208.1688@0.707,208.1688,0.707,NA,207.59789,209.71811,170.88982,173.84808,199.18747,176.4169
209.1532@0.707,209.1532,0.707,NA,181.29399,228.30417,282.72586,217.2656,317.9904,282.22217
173.1313@0.7071,173.1313,0.7071,NA,182.01508,226.75194,203.88063,200.16245,221.84714,191.30371
226.1797@0.707,226.1797,0.707,NA,1393.6075,1562.7052,1416.7756,1446.0248,1288.0251,1317.907
244.1902@0.707,244.1902,0.707,NA,585.72723,658.75684,597.7379,540.60596,592.17175,541.6029
393.22@0.707,393.22,0.707,NA,62.188908,12.614508,52.58002,70.51179,55.743076,69.91425
492.3225@0.707,492.3225,0.707,NA,313.32944,356.11023,326.4787,340.81952,344.20844,309.5773
310.3097@0.7089,310.3097,0.7089,NA,127.338425,136.58221,181.30986,178.46933,80.54572,171.12231
291.2155@0.7098,291.2155,0.7098,NA,86.13752,89.78833,88.44876,74.804436,89.94873,79.21399
225.1481@0.7117,225.1481,0.7117,NA,205.7379,239.04138,227.40047,190.63837,226.3228,177.7112
424.3609@0.7117,424.3609,0.7117,NA,155.0639,250.35199,263.16614,62.145763,230.22409,180.59857
308.2421@0.7126,308.2421,0.7126,NA,65.81516,66.95993,80.09006,64.36545,71.09187,78.59537
158.1532@0.7145,158.1532,0.7145,NA,98.58856,84.5457,73.26776,63.188217,76.368866,75.224205
163.1114@0.7145,163.1114,0.7145,NA,83.642395,102.29028,97.954155,88.1992,110.01373,97.61105
233.1738@0.7163,233.1738,0.7163,NA,80.96582,83.58658,65.94737,62.98562,68.29864,81.43614
354.3356@0.7163,354.3356,0.7163,NA,132.20499,164.96748,145.72101,137.39516,117.40895,128.18097
502.3146@0.7163,502.3146,0.7163,NA,37.373642,43.297287,42.04543,70.498436,105.44607,44.729942
468.3877@0.7172,468.3877,0.7172,NA,191.15245,327.13785,274.53635,127.86616,134.24211,197.3015
307.1536@0.7182,307.1536,0.7182,NA,40.207172,38.043476,34.861454,37.943443,37.53776,41.831043
336.3225@0.7182,336.3225,0.7182,NA,174.5391,235.80917,168.12871,201.83167,185.55333,208.94952
352.3187@0.7182,352.3187,0.7182,NA,137.79164,200.91782,152.18156,79.452614,118.52361,144.81985
198.1846@0.72,198.1846,0.72,NA,217.15479,198.73552,214.25612,294.6744,518.1559,258.25284
321.2056@0.721,321.2056,0.721,NA,61.491684,88.289925,52.12327,56.962852,15.121186,65.91149
302.1955@0.7228,302.1955,0.7228,NA,67.651505,59.509697,28.649643,88.92327,88.02978,59.565773
352.2671@0.7228,352.2671,0.7228,NA,69.8707,57.662136,57.475986,48.705128,49.494064,47.72044
97.0646@0.7237,97.0646,0.7237,NA,109.08424,117.33868,125.45893,141.35638,125.844826,114.3635
239.1607@0.7256,239.1607,0.7256,NA,77.032074,108.01689,146.33954,188.86711,73.2017,153.02818
277.199@0.7274,277.199,0.7274,NA,61.360535,52.050716,58.564407,56.246464,50.87597,39.705082
246.1689@0.7293,246.1689,0.7293,NA,33.67872,37.588287,45.72923,45.67442,40.55763,35.938023
512.4131@0.7293,512.4131,0.7293,NA,126.08674,180.1339,320.49185,192.08716,45.320526,92.95765
123.0804@0.7302,123.0804,0.7302,NA,92.84737,138.02313,116.388214,152.91225,59.119087,140.30252
253.1788@0.7302,253.1788,0.7302,NA,27.729368,45.493893,79.67059,87.630264,83.903595,30.81783
141.0909@0.7311,141.0909,0.7311,NA,49.44878,112.50024,20.67621,52.570168,92.70699,47.84848
181.1219@0.7311,181.1219,0.7311,NA,147.48593,155.28485,148.92117,164.67987,118.25681,154.19441
396.2939@0.7311,396.2939,0.7311,NA,59.451897,61.21249,54.359562,64.52343,49.108418,59.438904
259.1805@0.7321,259.1805,0.7321,NA,70.31438,81.36171,45.838936,51.565117,37.07214,53.55744
297.2044@0.7339,297.2044,0.7339,NA,59.415207,45.954044,50.528297,98.87401,58.50906,73.003914
326.3043@0.7358,326.3043,0.7358,NA,132.13243,125.94317,75.22608,74.330956,88.34117,73.89366
374.2523@0.7358,374.2523,0.7358,NA,96.85437,142.60004,69.686295,30.550972,122.6077,43.906937
258.1333@0.7376,258.1333,0.7376,NA,142.30235,164.36095,134.30118,139.32765,136.42522,144.75983
267.1595@0.7386,267.1595,0.7386,NA,122.10484,163.99359,181.64737,175.45528,193.7064,155.44139
313.2366@0.7386,313.2366,0.7386,NA,228.77129,122.71333,144.5809,123.948524,98.15931,128.06755
338.252@0.7386,338.252,0.7386,NA,82.273384,45.566353,68.93872,70.611206,62.616936,69.61212
359.164@0.7395,359.164,0.7395,NA,50.91297,49.82465,54.114197,48.446075,54.452457,68.23009
556.4387@0.7395,556.4387,0.7395,NA,61.093132,232.53299,267.6807,70.78017,106.369064,62.77513
43.0177@0.7404,43.0177,0.7404,NA,16.86989,83.330536,78.69303,64.22479,85.10411,94.857346
207.1582@0.7404,207.1582,0.7404,NA,89.35585,24.64186,68.77753,25.55469,26.956442,90.559395
213.1118@0.7404,213.1118,0.7404,NA,51.49958,69.253105,41.278164,82.24729,39.62923,95.8601
283.2625@0.7404,283.2625,0.7404,NA,76.42673,82.36919,89.83846,79.72922,78.16069,61.767982
293.1677@0.7404,293.1677,0.7404,NA,57.699516,56.064503,36.680027,16.57513,47.85489,29.482586
396.2198@0.7404,396.2198,0.7404,NA,114.728065,74.80442,48.750866,74.010475,111.06143,117.33828
440.3211@0.7404,440.3211,0.7404,NA,51.950016,53.54426,35.20457,43.978893,51.546654,49.550907
267.1934@0.7432,267.1934,0.7432,NA,76.98276,92.56875,63.037197,76.38446,17.377424,62.843548
330.2626@0.7432,330.2626,0.7432,NA,81.0283,110.864685,82.80497,64.71727,89.844955,100.87133
99.0803@0.7441,99.0803,0.7441,NA,105.89696000000001,96.772285,33.596516,30.77145,134.14935,110.71294
274.1648@0.7441,274.1648,0.7441,NA,91.12704,86.41523,99.07844,59.249943,59.192554,41.177258
298.2732@0.7441,298.2732,0.7441,NA,40.33245,31.77492,12.879021,9.282764,31.35588,28.34611
167.1018@0.745,167.1018,0.745,NA,42.771652,52.99137,29.397991,55.79212,21.165556,47.964806
600.4626@0.746,600.4626,0.746,NA,64.0342,196.22583,242.40912,45.56212,114.15935,16.39627
285.2055@0.7469,285.2055,0.7469,NA,104.52292,111.48248,87.10699,76.71189,71.658134,85.83994
336.1996@0.7478,336.1996,0.7478,NA,17.204334,38.78472,89.95416,46.32241,10.971815,22.1947
302.2316@0.7488,302.2316,0.7488,NA,46.024734,67.03816,32.913837,50.403862,46.780758,50.21856
382.2784@0.7497,382.2784,0.7497,NA,76.14856,77.28704,65.10933,76.37843,63.93645,58.77354
475.2959@0.7506,475.2959,0.7506,NA,81.62916,141.97588,37.118816,13.961417,38.400898,58.4155
253.0629@0.7515,253.0629,0.7515,NA,76.82133,48.910057,48.15858,66.7438,74.11295,93.88151
415.2106@0.7515,415.2106,0.7515,NA,2364.6797,2414.6145,2600.7139,2498.8484,3154.507,2178.8235
432.2373@0.7534,432.2373,0.7534,NA,3598.3867,3689.69,4055.0083,3737.7458,4872.674,3648.908
137.1056@0.7543,137.1056,0.7543,NA,37.806515,67.03574,29.215704,60.448814,49.955574,60.539627
324.237@0.7543,324.237,0.7543,NA,64.65992,57.997208,73.135506,76.005424,86.24639,75.98024
295.2252@0.7552,295.2252,0.7552,NA,118.32139,98.30507,140.36841,42.417545,92.778046,42.72481
442.336@0.7552,442.336,0.7552,NA,48.882298,60.700962,50.109055,45.099373,47.003258,37.191143
438.2673@0.7562,438.2673,0.7562,NA,23.612888,32.984215,13.420498,44.169155,38.938595,31.932402
255.1564@0.7571,255.1564,0.7571,NA,65.36882,33.498585,72.56583,58.649143,109.96823,78.514206
285.1671@0.758,285.1671,0.758,NA,6.255768,22.832262,54.161312,25.624517,16.96289,13.782424
180.1015@0.7599,180.1015,0.7599,NA,121.348976,133.72758,117.58746,85.465515,110.25458,86.86082
307.1526@0.7599,307.1526,0.7599,NA,37.178207,34.782795,34.861454,32.143845,56.09104,40.090313
453.1678@0.7617,453.1678,0.7617,NA,125.72249,140.2184,155.39919,192.17433,215.55807,164.87656
532.2896@0.7617,532.2896,0.7617,NA,91.64456,62.747375,91.03824,61.678204,121.90391,79.6575
368.263@0.7636,368.263,0.7636,NA,52.056984,54.051567,52.589542,60.615215,50.59965,48.58995
384.2948@0.7636,384.2948,0.7636,NA,72.029755,54.64847,64.50301,54.954746,64.71781,59.986332
437.1928@0.7636,437.1928,0.7636,NA,552.7009,502.38483,548.13,581.98724,748.79346,600.3438
211.1326@0.7654,211.1326,0.7654,NA,57.98575,114.933174,51.699684,67.39121,113.39837,65.73415
235.1343@0.7654,235.1343,0.7654,NA,97.58184,111.27108,99.05282,75.20104,73.20393,30.01662
504.2592@0.7664,504.2592,0.7664,NA,81.31135,27.916641,79.02053,54.08821,99.874596,57.727295
200.1183@0.7682,200.1183,0.7682,NA,38.059586,11.291513,54.77256,57.607597,26.334324,53.4147
395.0803@0.7691,395.0803,0.7691,NA,149.61447,83.89244,100.29368,133.77771,155.95879,129.2113
184.0732@0.7701,184.0732,0.7701,NA,68.82076,32.02953,52.935936,35.434063,49.927254,12.511981
297.2411@0.7701,297.2411,0.7701,NA,160.45706,273.8846,185.99107,161.4208,256.6543,199.36888
409.164@0.7701,409.164,0.7701,NA,223.62296,217.74355,207.82059,222.57701,218.80975,230.48265
325.1984@0.771,325.1984,0.771,NA,20.812634,39.490658,42.599216,63.05125,49.55113,35.419632
387.181@0.771,387.181,0.771,NA,434.50894,550.26074,483.8478,465.3568,455.3114,455.37234
404.2068@0.771,404.2068,0.771,NA,623.91455,750.0631,645.53143,614.4186,624.14453,646.54346
246.0207@0.7719,246.0207,0.7719,NA,377.82672,215.67218,184.31859,301.49927,334.05182,412.87738
287.0468@0.7719,287.0468,0.7719,NA,447.87094,268.07224,264.03696,398.82608,465.09943,475.73926
164.1064@0.7729,164.1064,0.7729,NA,41.524666,55.469997,55.541924,51.603504,46.1229,42.470726
172.9558@0.7729,172.9558,0.7729,NA,130.109,51.195965,45.165783,162.52448,68.932465,181.82599
209.1613@0.7729,209.1613,0.7729,NA,11.695696,49.661785,47.01306,43.56562,33.81738,43.95007
310.2221@0.7728,310.2221,0.7728,NA,20.48367,52.24763,53.920727,47.93649,56.25482,48.68759
412.2891@0.7728,412.2891,0.7728,NA,40.77584,54.53536,57.104435,51.813263,56.16744,52.118935
454.9865@0.7729,454.9865,0.7729,NA,42.36636,17.387518,18.76918,57.619648,46.913548,93.20917
168.1015@0.7738,168.1015,0.7738,NA,660.9969,507.29327,809.67944,726.5992,855.1527,598.8019
201.9906@0.7738,201.9906,0.7738,NA,134.9419,223.48395,91.62899,168.63734,150.51305,891.7111
191.9617@0.7738,191.9617,0.7738,NA,56.635117,64.576706,47.92506,77.753456,56.832695,103.63075
265.0265@0.7738,265.0265,0.7738,NA,84.51602,66.31675,48.32946,108.206345,80.04296,119.40224
514.3565@0.7738,514.3565,0.7738,NA,26.190617,42.40043,39.939884,44.033604,42.304615,49.73161
61.0395@0.7747,61.0395,0.7747,NA,996.8016,1084.9554,1050.8921,1018.5309,1019.44977,974.7084
