id,mz,rt,ms1_isotopes,S110,S111,S134,S144,S98,S99
263.888@0.5613,263.888,0.5613,NA,50.209923,96.106026,44.692257,81.17379,57.57838,61.93858
186.1147@0.5622,186.1147,0.5622,NA,943.53674,262.66467,410.06573,157.59058,520.16895,138.21983
187.118@0.5622,187.118,0.5622,NA,241.90274,40.997757,113.80748,21.542595,45.357582,14.175289
582.6561@0.5632,582.6561,0.5632,NA,18.342403,40.865955,36.82453,36.323154,53.98655,31.879166
309.2028@0.5641,309.2028,0.5641,NA,21.962406,40.381546,65.68958,10.720776,582.65814,18.00693
494.7157@0.5641,494.7157,0.5641,NA,23.174328,66.8153,60.428246,49.873917,68.78702,46.57955
684.6508@0.565,684.6508,0.565,NA,55.55118,17.246775,46.521244,31.561182,63.144352,39.216988
173.1755@0.566,173.1755,0.566,NA,29.032291,11.53417,24.783604,13.88331,99.63683,10.132027
229.0972@0.566,229.0972,0.566,NA,36.280384,13.391076,57.80294,29.658173,39.127373,37.357487
366.7966@0.566,366.7966,0.566,NA,107.77511,97.07036,106.57363,65.53866,119.92227,77.02217
391.8053@0.566,391.8053,0.566,NA,163.57188,162.07257,150.18243,112.052444,165.63458,97.98787
496.7109@0.566,496.7109,0.566,NA,309.58636,281.74554,285.76657,248.35686,353.9127,177.84064
537.728@0.5669,537.728,0.5669,NA,25.715315,15.830235,42.123093,46.160618,61.98124,36.186005
610.6506@0.5669,610.6506,0.5669,NA,61.259293,72.358,69.93734,67.09293,122.94083,71.35216
105.9533@0.5678,105.9533,0.5678,NA,162.5181,135.1157,118.73212,150.07309,46.516373,115.23955
201.1021@0.5678,201.1021,0.5678,NA,158.94527,22.739042,58.765987,51.352207,57.822495,41.137222
291.8846@0.5678,291.8846,0.5678,NA,60.487198,67.921844,53.793694,57.78226,91.80148,61.56369
359.8176@0.5678,359.8176,0.5678,NA,113.863304,113.49971,112.68656,82.07656,142.91435,87.02934
362.8015@0.5678,362.8015,0.5678,NA,45.137066,52.37466,57.092308,41.46701,71.06093,44.829365
432.8253@0.5678,432.8253,0.5678,NA,34.743,54.44377,39.854744,41.641766,65.667725,37.4769
464.7217@0.5678,464.7217,0.5678,NA,109.26151,100.77972,94.53295,85.63968,137.30882,87.49336
642.6393@0.5678,642.6393,0.5678,NA,55.28128,41.388126,43.12875,44.408848,82.65414,43.15402
103.9553@0.5687,103.9553,0.5687,NA,459.31775,368.32977,404.22836,483.16797,429.91702,319.49536
288.8903@0.5687,288.8903,0.5687,NA,313.86536,325.93857,336.37112,254.33772,500.4934,263.5989
318.7914@0.5687,318.7914,0.5687,NA,153.44414,141.34393,143.00363,108.32912,189.021,112.43284
433.8186@0.5687,433.8186,0.5687,NA,117.61426,123.16228,122.25637,109.90627,231.93791,136.7587
140.9615@0.5697,140.9615,0.5697,NA,205.64043,209.86617,184.7687,211.77618,257.9898,153.76575
144.9818@0.5697,144.9818,0.5697,NA,3571.4001,2986.5417,3328.34,3376.2512,3437.783,2620.2043
146.9799@0.5697,146.9799,0.5697,NA,1698.5316,1445.3993,1765.6302,1630.437,1638.3612,1206.7555
180.9893@0.5697,180.9893,0.5697,NA,459.3883,413.71387,414.55826,431.60257,605.7702,345.8051
246.8617@0.5697,246.8617,0.5697,NA,291.15408,261.4351,243.76007,244.20778,392.4226,200.9208
285.8928@0.5697,285.8928,0.5697,NA,367.06024,410.02563,412.38245,373.7261,568.97375,305.4176
286.8919@0.5697,286.8919,0.5697,NA,209.91327,222.75319,201.1457,198.31178,287.7049,179.56216
289.8892@0.5697,289.8892,0.5697,NA,250.70854,234.44916,255.79628,246.34392,334.9144,189.81557
328.9147@0.5697,328.9147,0.5697,NA,452.97897,448.017,422.11755,407.8235,640.71436,356.207
364.797@0.5697,364.797,0.5697,NA,306.48517,312.6982,306.32672,267.94498,425.4287,256.03162
393.7941@0.5697,393.7941,0.5697,NA,32.946243,30.205444,35.39357,35.844215,58.20518,36.47656
97.9684@0.5706,97.9684,0.5706,NA,423.55685,365.57425,373.14148,321.23883,517.6524,296.803
89.5066@0.5706,89.5066,0.5706,NA,245.7158,212.80896,221.54314,67.76892,281.44394,220.0361
139.9628@0.5706,139.9628,0.5706,NA,425.319,393.37857,440.8669,379.7818,566.5849,297.3431
141.9583@0.5706,141.9583,0.5706,NA,8317.647,8111.1274,7833.335,7257.5044,10302.976,7139.9736
181.9884@0.5706,181.9884,0.5706,NA,180.08028,173.93076,208.18451,136.10303,232.33405,140.12225
182.9848@0.5706,182.9848,0.5706,NA,8168.984,8502.98,7798.813,7418.461,10831.06,7020.4507
287.8885@0.5706,287.8885,0.5706,NA,3564.7368,3221.5723,3425.713,3064.9675,4661.0337,2875.5398
390.7969@0.5706,390.7969,0.5706,NA,40.18817,49.833073,42.20827,44.640133,83.52321,43.808445
392.7922@0.5706,392.7922,0.5706,NA,255.35315,269.46863,258.43402,247.9379,432.10562,232.59448
431.8233@0.5706,431.8233,0.5706,NA,25.238285,23.198946,18.116776,19.575382,43.45296,22.751434
538.7215@0.5706,538.7215,0.5706,NA,223.59383,162.0883,227.9141,204.3359,332.71298,186.365
140.9949@0.5715,140.9949,0.5715,NA,28.734732,31.856916,41.622684,36.573814,55.27493,19.039291
145.9541@0.5715,145.9541,0.5715,NA,39.445335,35.63587,36.48649,33.85476,71.32357,36.340897
143.959@0.5724,143.959,0.5724,NA,190.16647,172.70874,133.09589,140.80435,244.5764,162.01082
184.9852@0.5724,184.9852,0.5724,NA,1512.132,1209.0642,1334.668,923.5444,1641.819,784.35156
186.9807@0.5724,186.9807,0.5724,NA,330.66824,308.4212,255.70085,403.17447,458.02798,281.5925
99.9687@0.5734,99.9687,0.5734,NA,35.088062,26.891344,31.37693,30.232288,48.907863999999996,38.342514
159.9685@0.5771,159.9685,0.5771,NA,40.00859,45.518814,61.20031,38.316246,78.66855,43.970737
200.9948@0.5808,200.9948,0.5808,NA,52.587322,52.211674,38.20194,52.164635,105.17074,64.904076
172.9559@0.5817,172.9559,0.5817,NA,77.39891,58.515816,70.15293,73.06735,121.284195,114.16218
160.9641@0.5826,160.9641,0.5826,NA,516.35925,334.18265,542.7917,599.56647,431.2067,432.86115
201.9905@0.5826,201.9905,0.5826,NA,154.48936,651.18506,154.44191,192.14925,574.2696,351.0469
199.9761@0.5882,199.9761,0.5882,NA,44.892826,34.438084,21.961521,56.030674,44.6833,42.543793
675.6737@0.5919,675.6737,0.5919,NA,97.16756,92.96697,34.423485,72.86145,66.538445,84.3013
493.3259@0.6058,493.3259,0.6058,NA,29.376165,13.621374,18.221167,10.978998,10.743847,26.556974
492.3218@0.6086,492.3218,0.6086,NA,117.442986,123.79146,120.4385,120.63892,50.38703,107.18125
100.0753@0.6104,100.0753,0.6104,NA,971.8508,1053.9427,918.8595,2251.8347,712.30676,1055.8384
438.2654@0.6114,438.2654,0.6114,NA,42.94501,22.56712,20.454437,40.84687,49.19969,23.13174
101.0784@0.6216,101.0784,0.6216,NA,55.413303,45.280674,61.6554,60.334316,9.558443,39.22206
97.9685@0.6225,97.9685,0.6225,NA,23.583092,178.28215,38.94704,27.37935,445.3503,5.3015833
201.1024@0.629,201.1024,0.629,NA,75.0798,35.792473,108.09571,81.187294,200.14885,51.44471
146.9799@0.6308,146.9799,0.6308,NA,311.02457,610.37415,109.778755,278.10898,278.5811,265.8034
725.3917@0.6336,725.3917,0.6336,NA,8.332239,24.293907,7.4589434,23.517511,48.3272,16.299828
697.3618@0.6355,697.3618,0.6355,NA,135.25693,101.32812,69.03316,129.88246,212.51057,111.80117
698.3648@0.6355,698.3648,0.6355,NA,49.343853,29.754824,15.186153,37.361702,65.48811,41.086594
795.4349@0.6355,795.4349,0.6355,NA,135.96349,139.37538,123.28705,91.33347,178.42107,141.13922
669.332@0.6364,669.332,0.6364,NA,226.06796,228.56493,144.68626,206.774,263.6993,222.83513
767.4043@0.6364,767.4043,0.6364,NA,189.63878,203.39128,156.04965,196.91106,244.59865,221.24968
642.3038@0.6373,642.3038,0.6373,NA,42.150238,44.419254,17.380333,27.115084,35.838585,28.740997
739.3737@0.6373,739.3737,0.6373,NA,310.6663,289.24344,234.37411,297.92508,333.1098,309.9142
762.2144@0.6391,762.2144,0.6391,NA,0,59.484467,17.715172,51.330235,39.1034,0
760.2175@0.6392,760.2175,0.6392,NA,11.283886,258.56595,103.719826,247.50229,192.80661,24.745876
741.3836@0.6392,741.3836,0.6392,NA,67.91521,74.50192,39.87122,68.61915,74.18869,71.75718
769.4144@0.6392,769.4144,0.6392,NA,43.74571,52.30234,35.441635,42.17108,65.938156,50.077934
761.2163@0.6397,761.2163,0.6397,NA,0,125.27224,44.663513,129.5306,79.32768,2.871111
684.2008@0.6401,684.2008,0.6401,NA,47.622105,372.43887,170.9004,986.56696,596.0689,38.556286
711.3428@0.6401,711.3428,0.6401,NA,293.59412,289.07275,235.68492,314.88904,310.81775,323.31723
759.2196@0.6401,759.2196,0.6401,NA,11.846106,324.42477,148.37871,297.00665,222.48424,36.48033
758.2192@0.6401,758.2192,0.6401,NA,16.80358,470.96295,190.16687,454.78586,304.3214,39.86978
744.3302@0.6401,744.3302,0.6401,NA,23.880493,21.690752,8.097351,23.609276,33.27854,22.479069
641.3008@0.641,641.3008,0.641,NA,120.4527,138.79333,78.25559,156.89622,135.53877,159.55583
686.1987@0.641,686.1987,0.641,NA,21.288862,179.89609,88.657524,475.67816,300.07648,17.306192
684.313@0.641,684.313,0.641,NA,62.030186,72.24906,43.48176,67.44436,84.845375,69.17281
720.5145@0.641,720.5145,0.641,NA,70.16636,60.83334,54.550674,65.62788,73.50354,71.96179
688.1964@0.6419,688.1964,0.6419,NA,0,33.590523,7.5727797,90.3416,56.98784,0
613.2696@0.6419,613.2696,0.6419,NA,50.498703,46.83816,34.848465,49.36885,59.345036,51.970863
683.3116@0.6419,683.3116,0.6419,NA,196.88452,198.0923,163.83986,223.76175,228.29343,233.2221
685.2012@0.642,685.2012,0.642,NA,40.360355,232.92159,94.73248,639.8568,394.86957,23.172026
736.54@0.6419,736.54,0.6419,NA,387.904,390.87686,331.5108,383.96616,395.62207,396.12024
719.5134@0.642,719.5134,0.642,NA,89.9735,80.75157,61.78983,76.05116,91.62196,89.50426
750.4044@0.6419,750.4044,0.6419,NA,686.89703,624.6039,520.7232,770.424,561.269,494.2285
752.4043@0.6419,752.4043,0.6419,NA,336.86258,306.0015,280.87122,409.67355,281.72256,264.21695
724.5303@0.642,724.5303,0.642,NA,298.5377,279.76517,246.81068,290.21194,277.92224,285.6123
754.4082@0.642,754.4082,0.642,NA,29.624441,28.830276,22.751904,29.780376,12.233017,16.33242
548.5008@0.6429,548.5008,0.6429,NA,93.05704,69.22419,37.78604,75.58139,91.37573,97.3955
610.1823@0.6429,610.1823,0.6429,NA,172.51183,661.4086,164.87805,1510.6653,936.12256,132.95842
611.1818@0.6429,611.1818,0.6429,NA,112.370575,372.10062,114.23704,888.6876,527.3695,89.040146
705.4982@0.6429,705.4982,0.6429,NA,741.61914,659.15186,623.3406,683.74005,746.1612,721.78296
713.3527@0.6429,713.3527,0.6429,NA,52.730606,40.069305,41.63808,49.073414,58.67327,61.796642
722.5251@0.6429,722.5251,0.6429,NA,2441.2075,2317.5596,2174.0166,2215.852,2512.5332,2429.0447
727.4799@0.6429,727.4799,0.6429,NA,52.773056,46.415123,32.846317,44.229733,46.845703,47.28489
792.6022@0.6429,792.6022,0.6429,NA,69.708916,60.52367,37.93459,76.12505,69.93717,77.20818
700.2322@0.643,700.2322,0.643,NA,0,23.15359,10.834036,55.199432,20.470152,2.9334636
612.1801@0.6438,612.1801,0.6438,NA,69.28887,256.0287,69.77946,643.1133,379.6436,54.870728
647.4566@0.6438,647.4566,0.6438,NA,203.7274,201.59703,196.97179,245.88414,176.90071,204.77328
725.5312@0.6438,725.5312,0.6438,NA,37.94572,49.47319,45.43832,40.914444,46.93378,44.202168
765.5695@0.6438,765.5695,0.6438,NA,38.528465,68.53858,33.880497,65.19834,56.593994,50.46984
614.1763@0.6442,614.1763,0.6442,NA,9.729908,36.583305,3.0885086,102.666016,60.89261,0
687.1962@0.6447,687.1962,0.6447,NA,3.6148908,81.75444,38.059395,212.85854,123.71116,3.3683612
721.51@0.6447,721.51,0.6447,NA,32.334038,40.654182,21.16503,39.71643,27.093904,43.506676
752.5611@0.6447,752.5611,0.6447,NA,12.959188,51.504364,29.6368,53.246605,39.962543,45.55497
738.5424@0.6447,738.5424,0.6447,NA,55.35327,47.63682,46.84982,53.37903,38.454247,51.327778
762.5214@0.6447,762.5214,0.6447,NA,63.048687,76.8317,16.063189,72.20923,26.48397,64.056305
554.4748@0.6457,554.4748,0.6457,NA,55.493298,51.329216,47.447212,63.892494,53.52578,61.299656
613.1797@0.6457,613.1797,0.6457,NA,30.675562,106.91023,30.505255,238.43474,135.39091,16.831541
685.4331@0.6457,685.4331,0.6457,NA,79.88273,81.957855,108.94395,84.933716,89.59878,77.97429
750.5557@0.6457,750.5557,0.6457,NA,336.2189,355.17007,256.27893,374.8012,342.11734,361.67712
764.5701@0.6457,764.5701,0.6457,NA,107.144585,118.30118,69.100586,133.68742,109.92264,123.01201
780.5664@0.6457,780.5664,0.6457,NA,95.07355,94.54821,57.090786,108.62683,101.16404,103.664215
786.5297@0.6457,786.5297,0.6457,NA,38.213184,32.40368,17.638706,44.17613,42.10859,41.12408
521.3815@0.6466,521.3815,0.6466,NA,33.229736,12.12825,7.4476013,18.431229,42.83952,17.351406
536.1637@0.6466,536.1637,0.6466,NA,190.68013,360.03897,172.98775,344.6257,227.70187,185.30618
563.4665@0.6466,563.4665,0.6466,NA,92.47647,73.13799,59.57709,78.03658,91.02862,84.18645
663.4521@0.6466,663.4521,0.6466,NA,4417.4277,4496.9253,4368.815,4756.6963,4479.8555,4499.2764
680.4789@0.6466,680.4789,0.6466,NA,9692.54,9567.67,9967.66,10156.606,9670.831,9580.869
777.2308@0.6466,777.2308,0.6466,NA,140.45299,167.39307,160.42825,239.11407,133.28708,145.55823
580.4908@0.6475,580.4908,0.6475,NA,188.00719,163.1778,152.19685,164.69777,154.62973,170.69005
685.3207@0.6475,685.3207,0.6475,NA,36.28738,30.687654,17.048462,34.08149,47.661922,26.346743
780.2247@0.6475,780.2247,0.6475,NA,22.61972,30.99889,28.655075,58.24389,21.878834,18.03647
778.228@0.6475,778.228,0.6475,NA,123.05773,142.62578,143.90552,191.02913,117.78283,123.829796
537.1601@0.6484,537.16010000000006,0.6484,NA,154.56314,215.69519,117.33381,220.24728,124.84441,119.199905
538.1593@0.6484,538.1593,0.6484,NA,99.26691,150.03589,79.881004,142.91348,83.99413,87.237
581.496@0.6484,581.496,0.6484,NA,68.11192,62.74601,45.5284,60.43396,53.15436,53.979218
776.2303@0.6484,776.2303,0.6484,NA,194.94765,235.6469,238.92346,342.6734,210.27733,204.85574
470.4173@0.6494,470.4173,0.6494,NA,44.174515,20.298155,21.010752,18.507132,32.548603,38.012196
539.1578@0.6494,539.1578,0.6494,NA,33.47107,42.38934,15.688796,32.27291,27.286741,15.430475
655.2805@0.6494,655.2805,0.6494,NA,114.78047,111.52383,71.91381,111.11077,101.77855,26.794304
763.528@0.6494,763.528,0.6494,NA,33.20352,33.698196,14.6049,41.981316,23.601318,14.957687
779.2271@0.6494,779.2271,0.6494,NA,49.467636,72.42317,69.49615,83.912964,30.906128,54.472206
486.4133@0.6503,486.4133,0.6503,NA,44.975433,44.67616,36.294807,46.980618,44.822968,48.234715
626.213@0.6504,626.213,0.6504,NA,0,22.403502,0,55.253696,32.42742,0
579.4628@0.6512,579.4628,0.6512,NA,20.77751,27.941727,7.816265,39.683254,39.323555,34.60398
586.4415@0.6512,586.4415,0.6512,NA,27.173754,41.25662,37.187588,23.848259,46.843918,37.545555
706.208@0.6512,706.208,0.6512,NA,31.868164,30.070974,21.244377,48.50788,18.512691,28.365742
637.305@0.6522,637.305,0.6522,NA,109.33355,123.479195,106.58763,118.49661,128.61961,129.53943
703.2124@0.6521,703.2124,0.6521,NA,221.70863,199.09761,214.10233,275.4193,160.561,194.32944
578.4789@0.653,578.4789,0.653,NA,0,9.341938,55.817413,13.606135,4.6568666,4.9473057
545.4545@0.6531,545.4545,0.6531,NA,126.56491,103.74538,59.8919,119.00435,142.38538,114.12272
702.2118@0.6531,702.2118,0.6531,NA,337.8642,319.17023,346.81674,448.0836,238.8993,280.83502
705.2086@0.6531,705.2086,0.6531,NA,69.87457,72.746056,73.33585,105.78426,53.66643,60.46831
704.2093@0.654,704.2093,0.654,NA,159.76001,158.51689,189.30266,225.72069,125.83691,146.7662
127.1479@0.6553,127.1479,0.6553,NA,0,0,306.46832,0,0,0
436.3404@0.6553,436.3404,0.6553,NA,0,0,198.43048,0,0,0
521.3274@0.6559,521.3274,0.6559,NA,26.402832,21.458363,24.980017,18.018616,37.128723,24.250214
631.1915@0.6559,631.1915,0.6559,NA,82.68813,67.82686,76.53751,81.23762,19.240215,61.641052
596.4867@0.6568,596.4867,0.6568,NA,98.849,99.35539,63.15575,104.64381,109.466194,102.00457
629.1937@0.6577,629.1937,0.6577,NA,271.25784,222.03984,256.33487,292.09186,139.7279,202.87247
567.5713@0.6586,567.5713,0.6586,NA,264.3404,379.14832,170.81429,512.79736,177.61047,308.17545
628.193@0.6586,628.193,0.6586,NA,485.6917,393.34518,469.24115,560.7131,267.36185,374.50116
630.191@0.6586,630.191,0.6586,NA,208.19342,175.33768,203.85922,231.67154,115.74628,156.37285
654.3299@0.6596,654.3299,0.6596,NA,1164.8499,1061.4556,951.88074,1104.0524,1195.8561,1092.7351
85.1008@0.6609,85.1008,0.6609,NA,0,0,99.88246,0,0,0
372.1012@0.6614,372.1012,0.6614,NA,88.71882,65.782135,67.063934,63.649197,36.637466,46.422115
473.3164@0.6614,473.3164,0.6614,NA,52.852974,68.52068,65.52762,56.675125,54.003006,62.256516
490.3419@0.6623,490.3419,0.6623,NA,35.422626,46.826317,31.743073,47.48096,34.96235,31.094234
371.1004@0.6642,371.1004,0.6642,NA,271.38214,187.99838,216.46036,229.1509,113.90221,176.60962
373.0983@0.6642,373.0983,0.6642,NA,53.731133,31.286936,45.111927,43.36096,8.465136,38.08292
554.1744@0.6642,554.1744,0.6642,NA,542.98816,356.68216,435.88486,446.92154,198.87827,367.42813
555.1753@0.6642,555.1753,0.6642,NA,268.32095,184.4843,194.02032,233.15718,104.22858,180.64748
223.0635@0.6651,223.0635,0.6651,NA,18.005123,11.87243,29.248081,11.01638,13.485202,25.764275
556.1729@0.6651,556.1729,0.6651,NA,175.99695,118.69641,136.63484,135.46542,73.61328,123.02111
557.1732@0.6651,557.1732,0.6651,NA,60.404995,41.528355,44.02073,50.75094,22.291536,35.256813
447.3455@0.6662,447.3455,0.6662,NA,3.2888794,2.9128819,86.509224,2.9477165,0,0
506.4192@0.6664,506.4192,0.6664,NA,0,0,117.887115,0,0,0
539.5398@0.667,539.5398,0.667,NA,77.1977,199.65233,129.60806,213.36322,520.8525,282.53296
481.1571@0.6679,481.1571,0.6679,NA,42.01416,29.075203,27.908926,29.468025,4.0611506,26.24401
465.1272@0.6688,465.1272,0.6688,NA,66.62255,41.146088,36.93862,48.185795,31.379444,42.96395
330.2213@0.6698,330.2213,0.6698,NA,65.363205,42.84162,59.445324,55.90798,62.886654,80.98212
463.1295@0.6698,463.1295,0.6698,NA,264.04297,168.0619,192.67197,195.3575,82.78322,149.51015
464.1304@0.6698,464.1304,0.6698,NA,93.70036,83.27701,76.92031,67.00405,30.052488,65.81268
480.1557@0.6698,480.1557,0.6698,NA,88.844185,67.38429,77.508934,75.90878,26.86834,63.77003
594.5991@0.6707,594.5991,0.6707,NA,494.9798,551.7664,64.43192,269.65897,246.1841,339.10654
203.1423@0.6716,203.1423,0.6716,NA,23.803974,22.265629,33.00709,26.451794,14.623537,8.505808
593.5959@0.6716,593.5959,0.6716,NA,1312.2738,1310.7008,822.9292,1298.3873,1251.0726,1260.4058
452.3367@0.672,452.3367,0.672,NA,0,0,83.7018,0,0,0
279.1586@0.6725,279.1586,0.6725,NA,99.59004,44.579746,44.98042,40.746204,58.404037,40.522644
315.1746@0.6725,315.1746,0.6725,NA,148.6093,116.54285,80.73634,137.30037,152.4908,133.5844
538.537@0.6725,538.537,0.6725,NA,2711.3806,2666.2002,1490.3365,2665.76,2669.421,2337.3503
566.5682@0.6725,566.5682,0.6725,NA,2470.1748,2238.396,2173.3804,2406.4512,2399.5056,2438.8018
565.5651@0.6735,565.5651,0.6735,NA,6295.891,6364.2725,3460.8225,6327.291,6106.6187,6164.3896
378.209@0.6753,378.209,0.6753,NA,46.567764,54.338573,73.9415,55.794147,56.012978,70.26025
389.1109@0.6762,389.1109,0.6762,NA,36.467453,26.093273,20.388435,28.060778,10.505913,9.744116
563.5483@0.6772,563.5483,0.6772,NA,94.365746,92.20999,78.68501,88.842766,102.11393,100.3946
419.314@0.6787,419.314,0.6787,NA,8.676273,4.307352,22250.498,0,0,3.0574203
426.3575@0.679,426.3575,0.679,NA,46.50255,35.308773,67.44884,31.779514,71.27466,54.705906
537.5339@0.679,537.5339,0.679,NA,7385.759,7291.917,3897.0974,7284.3574,7238.5425,7203.642
312.3248@0.68,312.3248,0.68,NA,19.991152,11.657831,20.099361,41.93815,30.445847,16.636696
509.5014@0.68,509.5014,0.68,NA,73.5172,93.4737,51.682526,87.590805,106.62922,65.159935
221.1532@0.6809,221.1532,0.6809,NA,38.286015,79.03463,45.88056,57.25045,25.876656,42.196606
476.3187@0.6809,476.3187,0.6809,NA,43.730072,25.440788,25.511602,10.636556,48.374306,45.20175
167.0696@0.6818,167.0696,0.6818,NA,16.724056,41.933277,20.810623,40.639256,23.39473,14.402033
360.1602@0.6818,360.1602,0.6818,NA,73.384155,88.04246,19.871975,60.996994,76.15951,98.38341
425.3571@0.6818,425.3571,0.6818,NA,245.73174,223.01366,297.88943,157.95694,239.28792,179.4874
433.3284@0.6821,433.3284,0.6821,NA,0,0,426.17703,0,0,2.782021
422.3229@0.6821,422.3229,0.6821,NA,6.0138273,0,106.512024,0,0,0
554.463@0.6827,554.463,0.6827,NA,4.2899594,14.467527,0,15.592463,19.578226,61.187824
195.1015@0.6827,195.1015,0.6827,NA,833.77966,1064.7288,967.8179,1275.5166,651.73645,748.3579
221.0958@0.6837,221.0958,0.6837,NA,231.1985,232.33232,200.08684,253.79898,161.39111,248.01544
399.3355@0.6837,399.3355,0.6837,NA,25.743189,13.278763,44.80746,24.577988,54.244728,45.897358
399.2489@0.6846,399.2489,0.6846,NA,201.39528,54.708447,47.581287,39.083466,30.255337,146.08975
225.091@0.6855,225.091,0.6855,NA,45.238155,35.739056,24.919935,11.731516,49.43355,54.66089
267.1699@0.6855,267.1699,0.6855,NA,61.870537,43.895645,40.903725,37.671547,66.70541,75.77439
439.3763@0.6855,439.3763,0.6855,NA,63.301414,32.798904,48.12328,40.99793,63.39751,67.77227
235.1684@0.6864,235.1684,0.6864,NA,13.132836,30.969183,9.155626,29.27293,19.519323,25.85374
269.21@0.6874,269.21,0.6874,NA,68.036766,49.537876,39.02261,64.38436,84.22047,20.771862
397.3213@0.6874,397.3213,0.6874,NA,21.600967,22.261301,69.839935,14.506993,75.36537,50.642616
464.367@0.689,464.367,0.689,NA,0,6.446515,101.336555,3.4356737,0,0
179.1065@0.6892,179.1065,0.6892,NA,79.640526,91.3865,81.50921,104.879684,80.94079,88.4238
343.1676@0.6892,343.1676,0.6892,NA,38.124607,14.627573,18.66682,26.790047,53.999355,10.15102
343.1336@0.6892,343.1336,0.6892,NA,53.257607,34.165943,56.488014,55.848885,73.355644,21.64231
350.325@0.6892,350.325,0.6892,NA,155.4681,113.15547,167.70454,50.85698,29.61173,23.380903
481.4711@0.6892,481.4711,0.6892,NA,45.576653,41.62146,26.700518,46.894592,57.352108,60.657234
586.4443@0.6892,586.4443,0.6892,NA,17.380676,30.037151,29.52521,11.64963,30.838524,17.528984
330.2228@0.6902,330.2228,0.6902,NA,62.79355,42.84162,52.606064,57.280197,27.775732,19.726086
371.3058@0.6901,371.3058,0.6901,NA,14.8066635,18.787113,49.445553,26.19988,54.001717,35.03187
386.2084@0.6911,386.2084,0.6911,NA,17.484756,7.5375643,5.7817907,7.141268,23.264774,16.29403
310.3095@0.692,310.3095,0.692,NA,129.19893,111.309685,31.05809,74.95033,202.51823,202.61635
441.2968@0.692,441.2968,0.692,NA,2.9428346,0,1165.6304,3.584515,2.8857803,0
551.5136@0.692,551.5136,0.692,NA,78.15966,89.71848,99.80521,94.21828,100.31644,88.18536
376.1917@0.6929,376.1917,0.6929,NA,5.1256695,44.278397,10.000954,33.637585,48.23066,34.371056
71.0854@0.6932,71.0854,0.6932,NA,0,0,140.79346,0,0,2.9535146
223.1108@0.6939,223.1108,0.6939,NA,58.55416,28.764431,42.947964,32.99493,47.996174,55.7125
255.195@0.6939,255.195,0.6939,NA,36.141502,89.48924,35.457092,88.49854,97.27865,75.583374
327.1739@0.6939,327.1739,0.6939,NA,233.61974,208.56395,198.70093,216.92033,215.07637,206.7613
450.319@0.6947,450.319,0.6947,NA,3.3684933,3.0519276,288.89438,3.459886,0,3.1571407
85.0648@0.6948,85.0648,0.6948,NA,3.0192103,3.4871128,69.399796,3.9712331,4.5382347,4.2129993
384.3457@0.6948,384.3457,0.6948,NA,29.881168,12.615757,35.23957,58.70899,52.581852,144.79085
230.1735@0.6957,230.1735,0.6957,NA,68.90541,50.276413,47.231113,60.794125,73.17748,65.72699
256.1739@0.6957,256.1739,0.6957,NA,20.104689,7.118723,15.000351,11.349104,17.702904,18.85752
311.1831@0.6957,311.1831,0.6957,NA,372.48654,399.8021,247.78928,363.3572,402.31708,465.1474
392.2529@0.6957,392.2529,0.6957,NA,133.61368,114.0437,120.76917,90.50903,96.15363,112.62525
409.2806@0.6957,409.2806,0.6957,NA,116.14857,101.47881,117.39092,82.18799,102.36415,93.558266
417.2974@0.6964,417.2974,0.6964,NA,4.3287396,3.0946414,297.15952,0,3.0512166,3.46299
366.3715@0.6966,366.3715,0.6966,NA,36.285305,61.208195,33.742027,42.032604,65.048325,44.183155
200.1641@0.6976,200.1641,0.6976,NA,41.91881,52.959335,29.893303,93.02454,27.040512,13.335945
283.1881@0.6976,283.1881,0.6976,NA,47.325523,61.83938,29.232178,35.089806,68.64096,58.13625
698.5078@0.6983,698.5078,0.6983,NA,2.853555,3.0423827,130.3861,0,0,0
141.9582@0.6985,141.9582,0.6985,NA,1038.2334,486.21954,1296.1523,901.88074,640.90356,298.58783
209.174@0.6994,209.174,0.6994,NA,45.554504,17.692211,63.205807,38.22511,62.723293,67.13613
251.1647@0.6994,251.1647,0.6994,NA,127.51558,73.4245,57.089436,66.16191,71.1269,59.68365
252.1369@0.7003,252.1369,0.7003,NA,32.471905,32.228016,21.2449,34.513126,20.557837,46.341118
421.2523@0.7003,421.2523,0.7003,NA,52.819202,29.909996,45.85449,46.2686,18.091475,36.354214
191.1425@0.7013,191.1425,0.7013,NA,115.78855,109.913536,111.337036,117.11111,25.971386,95.554085
339.3443@0.7013,339.3443,0.7013,NA,1033.2506,1312.9742,734.1403,1287.3824,935.3163,1327.6783
424.3256@0.7013,424.3256,0.7013,NA,89.86179,65.69121,80.24193,66.67373,69.51069,66.68602
675.6738@0.7013,675.6738,0.7013,NA,121.656136,117.59616,55.97787,103.75413,136.75775,136.7731
258.1692@0.7022,258.1692,0.7022,NA,56.15868,15.034227,36.37208,57.480965,69.89762,43.810368
254.2112@0.7022,254.2112,0.7022,NA,47.507713,56.93024,33.17482,53.262714,53.141457,33.846294
340.3505@0.7022,340.3505,0.7022,NA,194.10005,177.70303,94.0849,190.2619,191.43924,195.58504
676.676@0.7022,676.676,0.7022,NA,62.125202,74.952034,30.15462,41.28679,42.712494,66.140076
