id,mz,rt,ms1_isotopes,S110,S111,S144,S134,S98,S99
M551T472,551.193549790051,471.76000000002,M552T471,13161.4430835006,15626.1336383229,14235.6994798925,12245.6432660166,10952.7764963163,13375.6167168184
M551T465,551.229382467651,465.42650000002,M552T465,62820.8790263935,69857.7405940945,69641.6969614856,60745.4767380604,44106.2689026779,59957.2647963309
M551T270,551.23987821094,269.92599999998,NA,11367.1651660462,11685.2805812582,10737.6370010178,10531.2820979691,12812.2264069188,10715.444711389
M551T256,551.281060324093,256.0795,NA,11122.6766743753,10717.0198614286,10948.5746239128,11410.3820341438,12147.3747689298,11253.0971488025
M551T440,551.289984868027,439.93000000001,NA,18840.0884755691,21386.5590071781,18392.9124004202,19226.4566162216,20619.1326550595,19520.0006657118
M551T205,551.439150552147,205.19649999999,NA,2141.9979357474,2355.78732627127,2255.31446606008,2801.10650118158,2268.76813743731,2422.5150608133
M552T383,552.230102455211,382.87750000001,NA,6490.63123795063,7006.55684788266,7339.6922771814,5285.60936349435,8349.85436570045,8319.57062117427
M553T312,553.187047766334,311.73199999998,NA,4269.93058189699,2978.2181431669,6405.9951447194,5035.17423423024,3918.92759483801,5222.89009469701
M553T146,553.228590437129,145.82449999999,M554T146,25593.1895706152,24233.4696363525,24457.0862582293,25238.4279567353,25677.0341421231,24406.1316875213
M553T419,553.260676843222,419.1025,NA,24660.4782603155,35942.3350345424,26695.2143007226,18005.458343226,24961.584230564,14225.4747355009
M553T260,553.296457656054,260.25000000001,M554T260,20385.5565569255,19585.9784909362,18948.324026326,18490.5625763815,19185.1057436686,19432.9233086123
M553T345,553.297867084601,345.336,NA,17524.1944737037,24713.0841488627,25343.6739387012,16011.4838588059,22202.0584352145,13379.2046707499
M554T41,554.174448432659,40.70250000001,NA,33326.8553263216,23058.8013556071,27310.5560584337,26598.6537235964,12781.4812284369,23185.7712966566
M554T184,554.187489501801,183.66600000002,M555T184,11409.7460700612,10714.4183510964,10803.3586008748,10003.6073430189,12360.4310140155,11430.9334172079
M554T433,554.302672723893,433.0685,M555T432,13586.4833885963,17449.0120642319,14840.5815602643,13477.6362431881,21923.8281637965,12096.3289244039
M554T289,554.31771991752,288.8205,NA,16356.3498649543,15068.6494109606,16306.3901306268,16529.7987966029,17536.8774444911,15419.0749544952
M555T232,555.05470861744,231.7815,NA,5730.32066347817,4527.35755145264,5167.11222655056,5575.83881813969,4705.92270792276,4485.89769637796
M555T405,555.132078604314,405.00399999998,NA,2715.06398366892,2029.57863556107,2157.68274573536,1904.54411372586,473.814774322509,3110.68363810488
M555T41,555.17565570488,40.70200000002,NA,17283.3871379997,11918.5846353521,14748.939916278,12860.7486067527,7399.8367413057,11650.7923004937
M555T324,555.194081061959,323.52000000002,NA,5825.11714941404,959.790048116973,2104.04121679273,4262.60297268854,2045.09376106509,5549.39597747704
M555T430,555.239894822455,429.88850000002,NA,5199.51611490548,5301.48220858497,4742.04189456603,6078.38190182423,7044.81431668222,4730.99810977937
M555T370,555.276408342206,370.3505,M556T370; M557T370,507710.860018261,413192.227780764,433217.374824102,475726.253383609,546063.00319269,451007.752655461
M555T330,555.309601688719,329.61849999998,NA,12699.0033047616,34014.3262124829,26786.0990312096,25935.3699135055,19535.6944566747,11779.9335103365
M555T411,555.343250323158,411.13850000001,NA,10118.1519529607,14579.0306794803,5116.27881646281,10446.2728941627,15491.8040906938,8352.42217620144
M556T232,556.052873396178,231.81799999998,NA,15239.0049738414,14225.2804290136,15027.4148040339,15254.2575834249,15656.2656402883,13690.1200769021
M556T41,556.172605265354,40.70100000002,NA,11397.3955540533,8047.69758324215,9252.32010341036,9484.67943528586,5471.4980776499,8134.51086168719
M556T237,556.296575987407,237.469,NA,4327.20022841039,4665.71229187713,3646.11483761112,5443.59091802966,5318.52305638218,5098.21534386943
M556T134,556.297021820278,133.79399999998,NA,11057.7917331599,11375.9849369376,10039.4129428154,10928.7614324183,11832.2156220182,9852.41032696174
M556T45,556.439704473271,44.8725,NA,23606.622643774,31428.9637142054,25533.7510673668,31332.1173494827,32828.5820413312,38001.1444279441
M557T159,557.226617565548,158.818,NA,8399.68300504577,7446.55313122869,7175.32879416111,7036.0299337209,8596.10371475814,8044.50168412984
M557T57,557.295960905055,57.38749999999,M558T57,44747.2181903408,45631.4145478097,44595.9386396564,45801.0848212059,49567.1343384199,44342.7334643997
M557T430,557.302731016243,429.54000000002,M558T429,26096.0126081264,39648.4620917147,26328.6073846387,25428.218822004,26896.8411486295,31355.4887519257
M557T205,557.30694261995,204.86200000002,M558T205,35231.6037922633,34504.3825437343,32471.9148814125,44509.9191733145,50350.0509954321,43002.8391096299
M558T232,558.04966797619,231.71199999998,NA,5323.76103871698,4783.61326281546,4526.09280018797,5060.13472033264,5627.77063686502,4649.15815498549
M558T361,558.215698230801,360.68500000002,NA,2897.10714797005,2209.55486221562,2745.5013825159,4047.523293826,4429.95239247149,3430.21151291002
M558T185,558.222226700213,185.37500000002,NA,6272.62134554441,5230.03276803439,5785.51546272309,5823.7989463113,5964.09741957809,4981.58106985772
M558T401,558.240287622016,400.73499999999,M559T400,100628.699517268,98780.4096378431,99952.6077803955,83378.4877695143,84371.149214505,79637.8111953405
M558T312_1,558.249326502687,311.62699999998,NA,11356.7650628945,7561.00974995462,12018.8603315088,9651.27905807495,7603.75518436409,12187.4181031254
M558T396,558.285948337758,396.39299999998,M559T397,65084.328131215,86408.037713129,79478.086466171,63397.5984509357,59119.1688094516,62255.1022140327
M558T312_2,558.309783058625,311.63200000002,NA,6959.87234884966,10126.5687045818,5970.07585587297,9431.63700960805,9309.54997705515,5234.64241727451
M558T256,558.327321004144,255.84700000002,NA,7832.94837745872,21524.7986711709,15994.074777469,7744.62260103568,6479.1369892824,9461.04020770395
M559T405,559.265966277159,404.851,NA,24306.8758970888,24782.7171007861,22323.937768031,27002.6463218703,51475.0823439276,15441.8324680853
M559T392,559.272038990194,392.02799999998,NA,20401.4174947175,19192.4740115525,24902.8651804333,22814.1097487557,22831.1175307286,20777.0898352568
M559T513,559.281982739178,512.96100000002,NA,5908.30413868366,6954.90945707588,6647.69659411081,6374.20170865944,5183.98338676135,6294.73562605789
M560T721,559.515497782064,721.3565,M561T721; M562T721,52819.4588878676,56684.318365471,54419.981267249,54631.3971152116,52625.229289622,50960.5698860293
M560T54,559.51565626605,54.2175,M561T54,169088.294979098,158381.342174019,159964.819588477,146028.531540758,147078.076788613,138553.350424729
M560T154,559.515600222792,154.482,NA,55479.6269883701,104611.076471094,60633.2896506291,51135.4656982634,44993.9251094408,39480.6328079132
M560T100,559.515454474678,100.475,NA,39471.1168417935,41471.9523405113,37812.3546174251,38939.3041147779,39714.7847268278,36151.7677354428
M560T422,560.120194624962,422.3685,M561T422,11608.3250230054,11435.4338874003,11638.4951019967,12103.5972629455,7892.60623842823,11272.957737653
M560T359,560.291251420995,358.677,M561T359; M562T359,238869.736056256,246491.486651653,244404.459252167,229924.100925082,212320.273122473,217658.78397419
M562T316,562.211143875544,316.03900000001,NA,10894.2494299356,7656.06595485831,11347.9561081291,9561.25674445373,9555.04628102738,9535.4262306195
M562T201,562.224306386164,201.19,NA,6923.46338275226,5863.98992699582,5956.00834557871,589.063370483462,670.885894489895,763.131528138316
M562T280,562.249273420038,280.27400000002,NA,14880.9559486077,15075.4558576527,5293.19052577808,6459.96415138964,5064.82460628383,16016.3188074201
M562T256,562.2603771048,255.87800781251,M563T256,13244.4917578361,13555.9237230736,12433.3929014442,13419.3051422518,13328.7433326707,12725.8892670277
M562T115,562.285982983047,115.44949999999,M563T115,18785.9058275176,16829.1181148436,16631.532174200798,19981.3295067698,21481.0450449167,18462.0995146378
M562T284,562.289074296079,284.12850000001,NA,14595.7016781718,9301.5666312105,11583.3737867197,12437.913253743,15804.3973462178,11938.4735541652
M562T534,562.317320818418,534.20749999999,M563T534,11941.5397376937,13070.7169273825,11873.398918408,12174.461687622,12898.2013865907,11077.7826736237
