id,mz,rt,ms1_isotopes,S116,S117,S149,S104,S105,S139
M61T219,61.0395102075773,219.18799999999,NA,138324.55677096001,142836.480347195,149381.35933246,155719.01321438,155128.372833213,150477.300104003
M62T288,62.0599441377357,287.58700000002,NA,21007.8518450179,21989.9784321119,21002.6046903396,23203.7214039,24946.8645748663,22125.538786579302
M62T391,62.0599199828884,390.66400000002,NA,9103.73393069952,9550.18605446723,8265.7250394404,8134.11479986766,9819.23524749148,8444.50723074775
M64T301,64.0156915775194,300.76600000001,M65T301,2803369.78325164,2640367.96083316,3333716.70417455,2730770.50515195,2428506.3838623,2408530.83382042
M69T297,69.0333628898399,296.59500000001,NA,33044.4023414714,36803.7700967219,36503.5131406875,33761.7383995019,33024.7572999124,33773.4223467273
M72T134,72.0440170578042,134.444,NA,6377.13268563449,7136.29318939621,7318.46472601594,6131.19196884663,6841.83022637349,7679.84475154303
M72T302,72.080725747556,301.93199999998,M73T302,855500.218255934,878627.058131579,762700.04774704,938710.947283077,1030861.45479223,1027467.08943461
M72T209,72.0805886648045,208.512,NA,12348.1582087202,11536.9100821414,9974.03666793904,13683.5333601118,13730.6263835149,13125.1044832946
M73T90,73.0645813187429,89.72949999998,NA,18357.1070210938,18891.3543530862,19959.2870865276,18485.5200728823,18931.5708553914,16105.6826869659
M74T389,74.023341434117,388.60400000002,NA,13644.2456841975,13169.1675792764,11312.5413535891,12768.8246202807,12108.5060336059,13186.0573827203
M74T200,74.0962750407112,199.502,NA,53818.6400836205,56407.6888379277,49422.215574247,60633.4864577956,52925.3967561305,60172.0171190915
M76T360,76.0391899948796,360.32199999998,NA,20897.8446704097,15720.4156108573,13808.2097817958,23162.3453914555,18275.7581430204,16423.9805175035
M76T174,76.03911093188,174.30400000002,NA,14078.8753491661,11312.4450761753,11287.5355728163,12922.6073426922,14187.6302744569,12238.8639744813
M76T251,76.0755917286126,250.72600000002,NA,5040.37335705707,4333.39607345276,4496.17294637659,4164.97473042095,4954.87669356656,5085.34074329123
M77T196,77.0384811834901,195.66850000001,NA,3694.7364249115,3572.17294905093,4200.68652053241,3741.21881284466,4203.17683735657,3563.70371142961
M80T264,79.9894176559467,264.23100000001,NA,134529.493827812,158964.829639451,154020.531505304,155682.552879771,174107.454348081,157575.286453663
M81T238,81.044394862644,238.043,NA,6660.63689942533,5377.93989649974,5826.97260847334,4220.0933802537,4302.36859991244,4554.16645514749
M82T264,81.9875524737214,264.23,NA,11206.3076496541,11750.5762347792,11193.378997907,10740.7684891675,12628.3452096376,11042.5455368921
M82T274,82.0648130850394,274.0725,NA,17431.049974975,17155.2222963404,16350.1954368797,18013.9605173793,17805.1860226072,16103.8460692647
M83T274,83.0490105347171,274.07200000002,M84T274,66971.9735379807,65368.2498995128,69074.5818009272,67951.996845774,71690.9223349848,69854.8843555098
M84T365,84.0442011275038,364.99349999999,NA,37465.9229506891,37793.5445970395,36641.0093181811,39708.4703930991,42666.104038,40738.0444729445
M84T152,84.044250457966,152.45599999999,NA,81452.3429360263,79934.1694632102,79609.581380588,83637.8839526744,85652.5925427763,78246.3710919813
M84T451,84.0804437244346,450.91800000001,NA,34706.9484083534,36126.4994032743,35207.5840043705,37442.3931475492,39469.4419152883,42033.1994454435
M85T258,84.910916312276,257.88999218751,NA,6821.51041512044,6722.10448481841,7235.4052378696,7184.10651069078,6357.18510020167,6801.91876199956
M85T244,85.064539999663893,243.88099999998,NA,30343.7022126609,29202.1741766837,34287.5731763187,28322.4784292704,21232.5939048714,30616.2603719517
M85T214,85.0757256835257,213.85250000001,NA,6099.23321015742,8231.23745688989,5209.00984333352,6232.91095448074,9212.69962046385,5397.08331317607
M86T75,86.0596892974851,74.9305,NA,72135.8516520873,74080.633774237707,68062.2360675906,67115.2647545897,66866.3165458374,63750.2435629348
M86T297,86.0598094750818,296.59500000001,NA,388044.638423289,386314.118855018,375136.347781243,357708.138269018,361863.226897129,350990.844583008
M86T280,86.0963909719803,279.91100000001,NA,975077.865403138,837271.350078574,747205.462061337,979616.525556393,989973.45559823,1110071.17187802
M86T429,86.0961881107119,428.552,M87T429,250201.35753256,242619.698548431,263315.421142807,270369.469009677,294261.652047011,285538.855708172
M87T297,87.0439125276232,296.59500000001,M88T297,826084.202271056,827704.772671935,804056.126348016,753218.241108326,771042.963891842,743944.663883043
M87T96,87.0437232680964,95.571,NA,11270.732859171,12856.2795396685,16132.5948217304,13322.9061540527,12620.3682216461,15050.9094235851
M87T381,87.0550296984495,380.80800000002,NA,38520.7215425988,36453.6257274193,37595.2170602396,41267.0840120223,40392.2080294551,38718.9263822244
M88T389,88.038981466883,388.95500000002,NA,51918.0653338248,49350.9546478662,50908.0238538207,51484.0003542042,47872.3326514521,50352.562346061
M88T189,88.1118579872379,189.164,M89T189,192268.520232468,187581.317040345,168616.589374281,191337.162148072,198790.839023661,173523.392154099
M89T209,89.0416239990739,208.51099999999,NA,42124.9908994955,41478.2219305778,39375.7338614306,54494.2370431288,54013.2618995548,54770.5310193496
M89T67,89.059378109469,66.70600000002,NA,5725.59157091868,4700.7128208842,6108.27252736286,6361.12700102234,12047.2943156161,6845.30660779613
M89T444,89.1070047824994,444.422,NA,23139.7050860831,19817.6817003501,21839.6646741036,21118.5557000608,17208.1080894742,18754.507746604
M90T341,90.0547908366582,340.63800000001,M91T341; M92T341; M93T341,2968828.98225289,2428729.08363031,2908689.51334834,3509767.68600647,3366767.55560785,3562125.72876476
M90T152,90.0546880561768,151.79699999998,NA,114553.890708477,110262.890159362,46449.1840551184,142486.58079403,97839.3155481806,143995.413131383
M90T53,90.05460593246,52.69500000002,NA,68310.9890022893,65843.950006947,68521.3228600087,82153.7591692898,54810.2965057692,78468.973981048
M90T80,90.0546085850659,79.52250000001,NA,45619.67938634,42586.6772022923,47399.7789538809,56517.3769477014,38555.464083237,57052.8812620191
M91T301,90.9765236448527,300.597,M92T300; M93T300,2102616.53270913,1894672.67668836,2390759.29427717,1880748.87457964,1560391.41439487,1602097.12909692
M91T324,90.9764996499197,323.95449999998,NA,756182.894793348,602729.355329449,144115.413420047,57714.9223384172,26162.4495802067,28742.4922712837
M97T196,97.075424076247,195.66400000002,NA,3786.24621701503,2715.34568495932,3343.52129953899,3505.88573635913,4543.26546216838,3932.95008227772
M98T35,97.9684501179229,35.34100000001,NA,21361.2291812376,29122.4751378054,27038.5982964955,0,0,26789.0266999414
M99T413,98.9839295141674,413.28150000001,NA,93930.4965103792,74182.1896644114,89986.7070730416,41851.6267467877,11746.369321408,16038.9120965349
M99T238,99.0548692867089,238.20849999999,NA,15166.1278737096,20887.9399965016,14573.9082466258,12731.8693686118,15522.1961833089,14350.5453112434
M99T44,99.0801875729661,44.1895,NA,9953.44115068995,9851.0109596374,11096.7913739323,7978.25609434387,11405.8257899837,10479.6330700822
M99T206,99.0913844146707,205.5085,NA,35886.4607542298,36424.4991583757,34427.7601929777,34641.8354102061,30340.7609289799,38471.1025594979
M100T134,100.039147885087,134.11999999999,NA,7864.73669872797,7174.99755916367,6949.67692418693,6320.60278551457,7934.20897745132,6799.07717968925
M100T67,100.075500622613,66.708,M101T67; M102T66,2025587.43592587,2066153.99505798,2041302.84838083,2168265.48040088,2080870.50544295,2077523.66628609
M100T274,100.075497176409,274.23850000002,NA,1019214.88651563,1050978.82111548,1061355.72856414,1092192.77173909,1117614.37795581,1052229.69366968
M100T38,100.075370899756,37.67099999998,NA,151326.446218624,170902.838308174,187750.610817197,211961.043109996,0,219329.768173254
M100T218,100.111795163215,218.186,NA,158051.316096992,169458.716400205,162557.025982281,177373.043281731,176322.700248962,172701.700398622
M100T257,100.111863138957,256.89199999998,NA,1079114.47089535,107971.378750506,102449.699369903,1149313.74804156,118617.320847252,1127637.15903296
M101T274,101.059573164081,273.90500000001,M102T274; M103T274,2652516.4776605,2652516.62116114,2643221.4809745,2758756.379226,2841248.08417751,2715101.74994131
M101T451,101.107109764671,451.02799999999,NA,6926.3396660024,7892.78770762692,6119.6520820812,7381.46033127166,7984.9046723066,8182.15981364538
M101T192,101.107761020203,191.83000000002,NA,25499.9244093236,24227.9066423246,22878.9486134352,22997.4895067692,22330.1860585799,21196.2610641079
M102T365,102.054693382101,364.9945,M103T365,101052.269214826,101916.784228968,102417.039085531,107605.676141731,115773.236558472,111372.330335348
M102T98,102.054787250759,97.74,NA,29404.2480528804,28384.0446352953,33678.6955180478,28240.3699114081,27767.532046218,26813.6330462216
M102T244,102.090970194167,244.3775,NA,381699.872590244,381522.293322886,444533.804190636,411620.198511214,271092.734149925,388832.581729849
M102T210,102.090900140787,209.847,NA,367267.544704988,92545.6596109014,71787.0063984794,106331.639397335,112083.720671721,108477.259525379
M102T200,102.102327089325,199.835,NA,64190.6990656606,66006.4083634033,63928.5856876504,69049.3354881897,69178.5690790379,70206.6270682719
M102T161,102.127496252459,161.10549999999,NA,254293.529344987,270727.092417321,247203.338721939,265916.532375799,266759.3953448,259796.417180593
M102T220,102.127469892226,220.35850000002,NA,201577.475723311,194182.059448176,184277.35316921,228126.047365797,235101.358963659,228466.831251547
M102T191,102.12749379839,190.84050000001,NA,619420.733618209,607164.551217067,610457.617641317,606857.795764727,585489.77804024,650978.72015625
M102T39,102.127474351176,39.021,NA,189376.113028398,317602.022960146,198061.318404116,183826.129467999,324907.569908018,181268.611836678
M103T429,103.122668911265,428.552,M104T429,475110.263986665,466751.438717435,520043.722906349,533208.895012613,595166.749883183,564942.731981903
M104T35,103.955262724511,35.179,NA,21808.4745759999,30463.7259589344,31715.1175293022,26751.875937012,24081.3415176727,28130.1161495283
M104T321,104.070547216452,320.785,M105T321; M106T321,3799656.55044234,4382810.67432604,5016401.10514517,5641444.92809369,5762619.23919144,6039181.83206435
M104T297,104.07064062792,296.594,M105T297; M106T296,6174058.18572781,6158976.77580315,5992305.59743052,5702689.28926706,5757281.2734304,5667433.87130476
M104T53,104.070344626869,52.69500000002,NA,78815.1124481025,89725.5307171428,111967.494835648,107679.554432099,59637.5184046337,76695.0183900937
M104T76,104.070209518186,76.05199999998,NA,66214.3273340169,91888.8322664721,113886.273069222,113206.650741635,74185.568785847,118416.741838968
M104T153,104.070286320195,153.12000000002,NA,48813.3774285599,112945.234394118,70806.3971611237,71539.6938585391,106078.238010083,127185.969537056
M104T418,104.070247045766,417.641,NA,121241.224736189,405557.245396025,403546.631283373,465248.502658155,418771.76270685,389268.064171352
M104T203,104.106933281954,203.173,M105T203; M106T203,6096061.61246604,6570183.15664504,6173498.50524759,6204370.57498806,7003967.56874561,5803367.43518137
M104T158,104.106733651625,158.46700000001,NA,98012.1498622284,109756.207934022,113649.619263332,117100.510418433,94250.5389624218,112074.377472363
M104T381,104.10664226102,380.75599999999,NA,43511.0857308852,44573.4512636933,40430.1386723165,40669.1710345754,41627.5119889494,41180.3310828437
M105T93,105.037181052038,92.7355,NA,3714.0115012354,4524.32307798804,4583.38672528311,4648.99599655368,4019.41443806505,4066.59710052681
M105T301,105.041713789249,300.7655,NA,21740.8117033309,23406.8809314,24435.820975494,22385.6538258064,20796.5179830081,18389.6826360234
M105T196,105.069585690443,195.83250000001,M106T196,409457.660000549,413769.93491022,407313.915650371,419576.846295159,449057.096081841,422038.672512733
M105T212,105.075575235526,211.51300000001,NA,5558.41888366131,5343.60543875516,14265.9873495814,16139.1997657543,19654.8587390586,14537.4775184529
M106T35,105.953263500727,35.01000000002,NA,8381.98063326409,13716.8179546369,0,11417.9004289956,0,0
M106T377,106.049422584241,376.62549999999,NA,67578.7729034779,57975.4049162276,67925.0672109677,66560.6962990543,59587.196551133,65182.9859797302
M106T209,106.068136357152,208.828,NA,97738.6372722928,102120.754308188,91007.8899336368,127092.587420601,127860.02927383,125419.873770366
M107T154,107.060364064841,154.12399999999,NA,17611.9785576648,16106.1242578723,16516.5203445626,16635.2467423586,18847.6438233601,15437.4524077384
M108T87,108.044117165509,86.733,M109T87,144643.039470274,142770.851082153,142716.87577326,145150.356832187,155484.075855534,141370.905253579
M108T152,108.055238129518,152.45899999998,NA,74526.7736094118,97704.3314487991,81422.861223508,97157.4582523241,91127.118377892,5417.53158550371
M109T298,109.025737683884,297.929,NA,4947.12287807028,4782.88801874439,5899.91757920937,5565.59271347201,4857.58787112555,4239.44030841023
M109T92,109.031674696351,91.7315,NA,3865.07425957602,4624.72822809696,2953.8222333593,4898.41227194562,4093.23032056162,4261.9337759159
M109T162,109.075637854284,161.76799999999,NA,25767.3798091833,21769.4648006043,23523.8262280303,23762.5705548323,23263.8062078255,24570.2315046179
M109T49,109.075637366877,49.02700000002,NA,6543.15165114919,5976.26817832694,7039.28248192661,7201.20726756347,6577.89128291895,5935.09201217222
M110T524,110.008178984281,523.647,NA,27628.9933953807,26214.5728673336,25195.3386613358,21925.3598900222,24629.2955374829,22490.6131749956
M110T96,110.059807086119,96.07249999999,M111T96,430165.90499297,427964.610941674,421209.154840947,430569.363183244,434595.997485791,421072.258629874
M110T223,110.060204021046,223.3625,NA,9888.52550480243,10280.9801052847,10612.238801349,5966.30542869974,7839.48428504112,10266.1277668001
M110T442,110.070967162633,441.77049999998,M111T442,122261.654759665,129894.394733571,125717.559093544,142883.341256251,152287.744418113,137162.939313006
M111T523,111.009378998849,523.14651562499,NA,3466.82520519924,3626.41038728075,3211.94490662128,3126.64041507877,3635.30107405816,3018.66348089874
M111T223,111.054968298288,222.5245,NA,426651.540597789,409198.554749072,419775.042978857,478199.593950243,321291.853601287,455490.942378085
M111T66,111.054993423122,66.17049999999,NA,37385.7781250395,40674.3994313572,40987.8761667415,43673.7156885941,42394.171421319,40857.2363483538
M111T243,111.054963584667,242.743,NA,1091425.27063562,1078000.6927167,1157173.41202446,1174709.5749392,792205.866596608,1114665.21733336
M111T183,111.091051786778,183.23300000002,NA,36529.9315277528,26554.713662218,17742.2799059992,27935.2515829744,26020.1754318955,27223.8381944312
M112T161,112.039248322396,160.74400000002,NA,10541.6192328199,9720.57728594835,9100.90799114592,8405.50967139565,9852.63567934911,9402.79072607702
M112T341,112.036546978947,340.804,NA,48463.1247225507,202471.288484485,38817.8062791925,42456.8620364545,41226.1427238714,44269.1801162455
M112T234,112.050882509884,233.53749999999,NA,21353.5664055503,23772.8064467991,39208.8064915112,20035.2556485509,25055.7258555828,43728.9756919845
M112T356,112.049891274622,355.8195,NA,6692.96715761537,8645.81186304692,8299.25655242651,7725.4239921715,8447.33063080483,8342.02245204019
M112T117,112.049974363054,117.43100000002,NA,4138.80464569626,7411.76850304065,7093.25159825737,4491.76661624094,5682.70145060708,7658.16283160727
M112T66,112.075441234187,65.70699999999,NA,28168.8288289618,22075.3697830035,13439.2333894875,27388.6754707975,27800.108333319,25698.7305902676
M112T231,112.086441688119,231.19950000001,NA,47259.7671041593,47802.9826302713,50860.0349709782,43921.6544143791,48977.6815450356,47731.386540776
M112T391,112.086447565603,390.51899999999,NA,39172.6428370525,39047.896971331,39739.0617926892,40952.9732168071,39744.4727376577,41155.7105772002
M112T349,112.099337549216,348.64199999998,NA,8218.83468746405,9066.35043494376,4889.4688529691,8307.95636603828,6730.42143804876,6769.31929401354
M113T264,112.895377001497,264.23,NA,11034.8974290569,10728.2831529491,10175.6726793378,10313.4621245594,10776.5576633359,10801.1422872787
M113T246,113.070618065856,245.5465,NA,249820.190110309,253147.21326871,255494.052109826,259141.736519736,253030.233489741,236843.225761584
M114T208,114.066029163572,207.67699999999,M115T208,1310682.766998,1277117.62688104,1275004.95533898,1363082.77181837,1403875.89081155,1377424.80990575
M114T242,114.127341908306,241.549,NA,11238.4469406039,13641.8876038954,6885.0610284649,6782.99541644177,7948.50918830261,12435.5552457372
M115T264,114.892426870254,264.22249999999,NA,4714.16767559551,4288.92047314765,4065.48132968306,4412.21521367914,5215.60835226878,4927.02791305761
M115T137,115.049959155521,136.95799999999,NA,25739.8397966746,20809.4702120352,22121.8546508897,30082.3932078919,24517.7944275987,24156.5678929286
M115T77,115.049937358253,76.67650000002,NA,61620.4502932797,62478.6444371678,64487.3635307123,55849.4666911197,58362.0313160493,55607.8973966506
M115T176,115.086043510458,175.62800000001,NA,23752.4320406702,18971.7595904028,15100.3704535831,23886.2116327212,17795.1714788642,21147.3920404568
M115T260,115.086229260551,259.892,NA,218579.726777967,211904.091439658,199520.239283341,180805.413468319,190241.489853052,185180.56723114
M115T222,115.086003479129,222.18999999998,NA,21206.420325483,30583.2853561195,27576.0021697617,20338.3850459529,20678.2286804896,22388.9026773697
M115T296,115.086365204681,295.929,NA,163611.367582624,144134.078836251,162317.623764625,162691.791208701,152762.944918464,156121.730610024
M116T414,116.0103284039,413.95099999998,NA,128193.900380839,112291.365490611,121899.631745829,68944.7246410973,24207.6918095159,36751.6904566092
M116T389,116.033875925349,388.7955,NA,70791.8593867018,65442.0352046989,64773.0076939597,68979.0164875937,61200.4244618328,71767.7822018937
M116T112,116.070283194627,112.4205,M117T112,143167.773586892,133850.691657513,131085.063176571,143807.893097246,145537.509328425,138597.17755082
M116T170,116.070326366043,169.81150000001,NA,64330.6006165859,124984.611430401,125167.862287213,135522.685400004,81223.2829079872,130403.854214113
M116T304,116.070196305972,304.43500000001,NA,99567.6019334179,84421.124255298,78828.4759189926,104191.946030122,117764.45726944,67162.4854274179
M116T189,116.143002216015,189.188,NA,165640.841117167,140401.140620482,108688.380480023,141098.415157478,5109.2717833851,59231.5359651772
M116T39,116.14288490653,39.351,NA,51671.0988877957,49557.8037247222,53649.5551255377,45514.0497471527,43281.5492688433,39827.1420560377
M118T346,118.060687415146,346.31,NA,12365.9990538744,8297.59980984387,145742.726652185,15080.9564211354,14078.0896106515,14874.0557603214
M118T275,118.086955171767,274.57249999998,M119T275; M120T275; M121T274,26094607.774244,26387251.8645385,26290812.2200079,26421935.8605126,26697496.1088722,26012129.3587649
M118T302,118.08606704001,301.93349999998,M119T302,5765285.822001,5740819.13204648,4934174.32252038,5840364.09036781,6350202.14414165,6286564.63390825
M118T219,118.12224095178,218.85300000002,M119T220,1612542.79339936,1698995.25100383,1433039.3482586101,1231680.96001802,1454964.32920247,1400655.9999561
M118T48,118.122153337183,48.04449999999,NA,698853.759119358,0,0,719002.464707033,744246.328733906,696424.257756908
M119T103,119.015812732997,103.4125,NA,5397.56663837179,5291.87650751647,5315.31656160503,4568.50647274776,4067.38988038548,5389.88061044078
M119T134,119.015679552041,134.132,NA,1907.87608711217,2970.10752633158,2576.20465552909,2580.44441235876,2968.62230847399,2391.18754550518
M119T78,119.033292304057,78.055,NA,3432.08727371763,3406.83292916869,4063.34214158892,4187.66027711869,3985.68767550451,3522.08724539917
M119T174,119.044694004586,174.225,NA,7473.687708054,7189.88558824836,6442.60130046344,7157.88492446075,7356.52140325476,7256.24159673877
M119T90,119.052016636705,89.72849999998,NA,10949.141021065,12107.4870216492,13167.3023689409,12193.8863985633,13325.7833697905,11018.1568180926
M119T74,119.059605016043,74.05099999998,NA,7497.8448886861,3299.04511356936,2812.83454320758,8468.70796945088,2894.67169477093,8310.99178518174
M120T220,120.056244805913,220.186,NA,15775.2008509856,17025.9576276118,18913.5986237876,13780.6453403549,11011.785719756,13442.7561296135
M120T357,120.065120357605,356.98699999999,NA,151011.192098772,100588.235082491,129401.326762883,123783.708347511,142239.936116404,148219.883480168
M121T412,120.965734060847,412.34499999998,NA,21213.2822922337,15552.5398064105,15244.9905616056,11051.2128427721,3949.75905098715,5796.64472431193
M121T69,121.039147612601,69.38100000002,NA,11117.1917737459,11513.1490224441,9761.44585211051,8694.17150772194,10357.5107704035,12157.9831935758
M121T227,121.064640651779,226.86,M122T227,739004.149266237,734302.102080076,710489.137292971,820974.146766994,844821.743121934,762573.914631105
M121T109,121.071627822146,109.08450000001,NA,17762.4049651182,15232.1380108324,16300.8660772832,17977.4351577021,17063.9839361805,17112.1871024905
M122T305,122.062917201052,305.271,NA,8479.13860543536,9900.30797435897,6367.9515076388,9415.98025701554,11334.6098873946,11640.6550819384
M122T196,122.096219867813,195.99949999999,M123T196; M124T191,1601275.39709798,1634987.08090081,1581996.03689203,1649571.20617815,1653564.22874684,1638952.34352481
M122T125,122.096030764422,124.7705,NA,131892.562559848,263703.336223725,274107.582139471,124334.765975211,136711.601384205,125326.588169835
M123T265,122.924280352773,264.56400000002,M124T265; M125T265,835182.471612816,819026.509318997,826931.744656059,842564.176276357,845204.565461828,833033.341854679
M123T92,123.047411102633,92.065,NA,35194.8516761671,36129.9260261077,33830.201531366,30675.3807140975,25623.415559151,28724.3705313917
M123T171,123.091382163495,170.66799999999,NA,96144.2227102982,89295.2122606998,89140.4645587662,94780.2719691889,93844.4744452976,89108.9207133783
M123T125,123.098836634928,124.93250000001,NA,25749.9194039514,27955.8236380647,27667.1578963613,27393.3703184773,11315.0402932339,13904.6373657743
M124T75,124.039008932008,75.00300000001,M125T75,455727.902908055,455663.972012503,453208.157476678,468403.113628555,476212.693629897,465513.226130761
M124T218,124.086558204592,218.1855,NA,609942.844935678,653935.661941952,639502.412210366,662301.044549816,784336.899403949,703625.383281726
M125T154,125.070778397841,154.12399999999,NA,161597.305915351,159548.831816607,160584.831822772,180635.339333339,165278.089818237,163744.004345297
M125T169,125.106383962713,168.81299999998,NA,88841.2455658101,30243.9384155994,28611.6892066294,27840.6102725888,30137.8201215639,28151.1339132766
M125T274,125.111751146026,273.57400000002,NA,23097.1116682569,22293.5935136647,26484.4490302331,24363.5402004616,21522.2554089482,24130.4946921351
M126T561,125.985731007661,560.67900000002,NA,208993.004178489,214024.676775711,205872.185434905,214634.32297532,193390.314613143,206614.816493108
M126T305,126.021424723026,304.938,NA,5362.12192196775,6869.26979506791,4202.78532801733,5835.33107778803,8297.19209823181,7182.09800137035
M126T87,126.054828298949,86.72949999999,M127T87,1079948.72506163,1075555.44839366,1074155.39575976,1059928.7364793,1072463.70062032,1055324.72485583
M126T298,126.052124483694,297.59599999999,M127T298,158322.480346222,150715.469159701,163283.770840143,143407.514892572,136856.896648073,133772.623060989
M126T75,126.066070980651,74.718,NA,15000.3119445016,14223.9661446394,15465.5676342608,18190.9015522219,18726.7260080991,17345.1546017349
M126T154,126.072442692006,153.79599999998,NA,19865.3117116529,20906.6598496658,19795.7007574192,9853.36617163385,10012.9935186786,20843.9833184721
M127T264,126.920999798492,264.23699999998,NA,4579.93177462624,4196.17669618642,3946.02891209837,4948.25302919869,4608.04618670743,4669.19077572143
M127T313,127.049849580891,313.44450000001,NA,6995.18094224782,7649.2334476624,6927.6827385778,7756.16686651669,4836.76480437216,8745.47138553254
M127T320,127.055223094283,320.4495,NA,6731.13702101835,6912.62421745264,4629.95310080179,7667.2971839936,5412.98774982039,5231.75683475468
M127T230,127.122565291659,229.618,NA,9825.80659159434,17309.8717177495,19955.7746010299,15123.0244000655,23523.2358090895,17288.1003264924
M128T75,128.070236947165,75.05250000001,NA,48537.6796443908,48749.7873453308,49375.2963714398,52172.8260969784,54926.4341463158,64459.3215208009
M128T60,128.106699061185,60.25999999999,NA,13705.8595941233,11427.5993369335,11650.5422564512,12760.8014424035,13705.0934924103,12445.4408115306
M128T199,128.106737775225,198.66749999999,NA,16508.5243180806,17546.157958271,15898.2033890659,20361.7910208958,18780.9462968935,18128.2582365287
M129T348,129.06545639058,347.64200000001,NA,192358.0598415,133742.529373649,194805.608142041,196560.943160704,204555.29080085,194859.718137794
M129T243,129.065407207946,243.04700000001,NA,223787.548350649,218347.805597989,92453.5237069556,145297.404134678,98783.9964615203,221732.063894915
M129T96,129.065567063395,95.73799999998,NA,21115.3166745793,22864.0979603205,25524.8019379193,25248.739783363,22257.1277750649,20823.8682500374
